Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
5,2,2,3,PARMA,away,2,7,0,0,0,0,15,13,1,6,23,2,2,0,0,13,8,8,13,4,0,0,1,FIORENTINA,2011-12,9,9,7,3,2,6,0,0
2,3,3,3,NAPOLI,home,5,4,0,0,0,0,9,15,2,1,24,0,3,1,1,5,5,4,7,2,4,0,0,FIORENTINA,2011-12,12,10,7,4,5,6,0,0
3,2,3,3,FIORENTINA,away,4,5,0,0,0,0,15,9,1,2,24,3,0,1,1,5,5,7,4,4,2,0,0,NAPOLI,2011-12,10,12,4,7,6,5,0,0
1,1,1,2,BOLOGNA,home,6,2,0,0,0,0,11,20,3,7,24,0,3,0,0,8,5,10,5,2,5,0,0,INTER,2011-12,11,8,6,3,5,5,0,0
1,1,2,1,INTER,away,2,6,0,0,0,0,20,11,7,3,24,3,0,0,0,5,8,5,10,5,2,0,0,BOLOGNA,2011-12,8,11,3,6,5,5,0,0
2,2,5,0,CATANIA,home,8,1,0,1,0,0,13,11,6,1,24,3,1,2,1,9,12,9,5,4,7,0,0,JUVENTUS,2011-12,23,7,11,1,12,6,0,0
2,2,0,5,JUVENTUS,away,1,8,1,0,0,0,11,13,1,6,24,1,3,1,2,12,9,5,9,7,4,0,0,CATANIA,2011-12,7,23,1,11,6,12,0,0
3,5,1,3,SIENA,home,4,5,0,0,1,0,22,8,0,1,24,4,1,0,0,29,15,14,20,3,2,1,0,LECCE,2011-12,10,5,4,1,6,4,0,0
5,3,3,1,LECCE,away,5,4,0,0,0,1,8,22,1,0,24,1,4,0,0,15,29,20,14,2,3,0,1,SIENA,2011-12,5,10,1,4,4,6,0,0
3,1,1,3,MILAN,home,4,6,0,0,0,0,8,13,3,1,24,1,3,0,0,11,15,6,9,4,2,0,0,CESENA,2011-12,8,15,5,8,3,7,0,0
1,3,3,1,CESENA,away,6,4,0,0,0,0,13,8,1,3,24,3,1,0,0,15,11,9,6,2,4,0,0,MILAN,2011-12,15,8,8,5,7,3,0,0
3,5,2,2,CHIEVOVERONA,home,11,5,0,0,0,0,18,15,4,0,24,0,1,0,0,3,4,11,5,5,4,0,0,GENOA,2011-12,11,8,7,2,4,6,0,0
5,3,2,2,GENOA,away,5,11,0,0,0,0,15,18,0,4,24,1,0,0,0,4,3,5,11,4,5,0,0,CHIEVOVERONA,2011-12,8,11,2,7,6,4,0,0
0,0,1,2,ATALANTA,home,9,7,1,0,0,0,14,11,2,2,24,0,0,1,1,6,5,5,6,4,4,0,0,NOVARA,2011-12,10,7,5,2,5,5,0,0
0,0,2,1,NOVARA,away,7,9,0,1,0,0,11,14,2,2,24,0,0,1,1,5,6,6,5,4,4,0,0,ATALANTA,2011-12,7,10,2,5,5,5,0,0
1,3,2,0,PARMA,home,5,3,0,0,0,0,25,13,6,7,24,1,0,0,0,7,5,9,5,2,7,0,0,ROMA,2011-12,10,2,2,0,8,2,0,0
3,1,0,2,ROMA,away,3,5,0,0,0,0,13,25,7,6,24,0,1,0,0,5,7,5,9,7,2,0,0,PARMA,2011-12,2,10,0,2,2,8,0,0
0,2,4,1,LAZIO,home,3,5,0,1,0,0,15,10,2,0,24,5,1,0,0,29,23,19,17,9,1,0,0,PALERMO,2011-12,10,17,4,7,6,10,0,0
2,0,1,4,PALERMO,away,5,3,1,0,0,0,10,15,0,2,24,1,5,0,0,23,29,17,19,1,9,0,0,LAZIO,2011-12,17,10,7,4,10,6,0,0
2,3,2,1,CAGLIARI,home,3,1,0,0,0,0,16,19,6,1,24,0,0,0,0,13,12,13,14,0,2,0,0,UDINESE,2011-12,9,4,7,3,2,1,0,0
3,2,1,2,UDINESE,away,1,3,0,0,0,0,19,16,1,6,24,0,0,0,0,12,13,14,13,2,0,0,0,CAGLIARI,2011-12,4,9,3,7,1,2,0,0
2,5,1,0,PARMA,home,7,6,0,0,0,1,10,10,2,2,25,2,2,0,0,2,3,6,6,1,2,1,0,GENOA,2011-12,10,6,5,3,5,3,0,0
5,2,0,1,GENOA,away,6,7,0,0,1,0,10,10,2,2,25,2,2,0,0,3,2,6,6,2,1,0,1,PARMA,2011-12,6,10,3,5,3,5,0,0
3,3,1,0,JUVENTUS,home,10,2,0,0,0,1,11,11,1,2,25,1,1,0,0,8,11,11,9,2,2,0,0,MILAN,2011-12,6,9,3,6,3,3,0,0
3,3,0,1,MILAN,away,2,10,0,0,1,0,11,11,2,1,25,1,1,0,0,11,8,9,11,2,2,0,0,JUVENTUS,2011-12,9,6,6,3,3,3,0,0
4,2,3,0,ROMA,home,2,3,0,0,0,2,22,17,4,0,25,4,1,1,0,9,15,13,9,0,1,0,0,ATALANTA,2011-12,9,8,3,7,6,1,0,0
2,4,0,3,ATALANTA,away,3,2,0,0,2,0,17,22,0,4,25,1,4,0,1,15,9,9,13,1,0,0,0,ROMA,2011-12,8,9,7,3,1,6,0,0
3,2,1,1,LECCE,home,8,0,1,0,0,0,17,17,1,3,25,1,2,1,0,10,6,5,8,1,5,1,0,CAGLIARI,2011-12,12,7,5,4,7,3,0,0
2,3,1,1,CAGLIARI,away,0,8,0,1,0,0,17,17,3,1,25,2,1,0,1,6,10,8,5,5,1,0,1,LECCE,2011-12,7,12,4,5,3,7,0,0
0,2,2,1,NOVARA,home,7,3,0,0,0,0,14,12,2,1,25,3,1,0,2,26,31,26,14,3,7,0,0,CATANIA,2011-12,19,14,9,9,10,5,0,0
2,0,1,2,CATANIA,away,3,7,0,0,0,0,12,14,1,2,25,1,3,2,0,31,26,14,26,7,3,0,0,NOVARA,2011-12,14,19,9,9,5,10,0,0
3,3,2,1,CESENA,home,1,3,0,1,0,0,16,12,6,5,25,1,0,0,0,16,7,11,7,2,3,0,0,CHIEVOVERONA,2011-12,13,7,9,5,4,2,0,0
3,3,1,2,CHIEVOVERONA,away,3,1,1,0,0,0,12,16,5,6,25,0,1,0,0,7,16,7,11,3,2,0,0,CESENA,2011-12,7,13,5,9,2,4,0,0
2,5,2,0,PALERMO,home,6,7,0,0,0,1,9,16,8,0,25,4,1,0,0,4,4,4,5,4,2,1,0,SIENA,2011-12,10,6,4,1,6,5,0,0
5,2,0,2,SIENA,away,7,6,0,0,1,0,16,9,0,8,25,1,4,0,0,4,4,5,4,2,4,0,1,PALERMO,2011-12,6,10,1,4,5,6,0,0
3,4,1,1,UDINESE,home,2,2,0,0,0,0,21,19,1,1,25,1,3,0,0,16,12,8,5,3,1,0,1,BOLOGNA,2011-12,5,8,3,2,2,6,0,0
4,3,1,1,BOLOGNA,away,2,2,0,0,0,0,19,21,1,1,25,3,1,0,0,12,16,5,8,1,3,1,0,UDINESE,2011-12,8,5,2,3,6,2,0,0
1,1,1,0,FIORENTINA,home,2,5,0,0,0,0,18,9,1,4,25,1,0,1,0,19,9,9,12,3,1,0,0,LAZIO,2011-12,5,4,2,1,3,3,0,0
1,1,0,1,LAZIO,away,5,2,0,0,0,0,9,18,4,1,25,0,1,0,1,9,19,12,9,1,3,0,0,FIORENTINA,2011-12,4,5,1,2,3,3,0,0
1,5,1,0,INTER,home,11,0,0,0,1,0,15,12,2,0,25,1,0,0,0,11,7,5,4,1,5,0,0,NAPOLI,2011-12,14,6,8,5,6,1,0,0
5,1,0,1,NAPOLI,away,0,11,0,0,0,1,12,15,0,2,25,0,1,0,0,7,11,4,5,5,1,0,0,INTER,2011-12,6,14,5,8,1,6,0,0
0,0,1,3,MILAN,home,5,9,0,0,0,0,13,5,1,1,26,0,4,1,0,25,32,24,14,7,3,0,0,PALERMO,2011-12,10,18,6,7,4,11,0,0
0,0,3,1,PALERMO,away,9,5,0,0,0,0,5,13,1,1,26,4,0,0,1,32,25,14,24,3,7,0,0,MILAN,2011-12,18,10,7,6,11,4,0,0
0,1,2,3,CHIEVOVERONA,home,12,0,0,0,0,0,12,6,1,2,26,1,1,1,0,15,7,4,12,2,3,0,0,JUVENTUS,2011-12,9,11,4,8,5,3,0,0
1,0,3,2,JUVENTUS,away,0,12,0,0,0,0,6,12,2,1,26,1,1,0,1,7,15,12,4,3,2,0,0,CHIEVOVERONA,2011-12,11,9,8,4,3,5,0,0
4,4,3,2,NAPOLI,home,11,1,0,0,0,0,15,18,4,3,26,1,2,0,1,18,17,21,19,1,4,0,1,PARMA,2011-12,12,9,7,4,5,5,0,0
4,4,2,3,PARMA,away,1,11,0,0,0,0,18,15,3,4,26,2,1,1,0,17,18,19,21,4,1,1,0,NAPOLI,2011-12,9,12,4,7,5,5,0,0
2,2,1,1,CESENA,home,5,3,0,0,0,0,14,17,3,1,26,2,0,0,0,10,12,5,6,3,3,0,0,FIORENTINA,2011-12,9,7,5,4,4,3,0,0
2,2,1,1,FIORENTINA,away,3,5,0,0,0,0,17,14,1,3,26,0,2,0,0,12,10,6,5,3,3,0,0,CESENA,2011-12,7,9,4,5,3,4,0,0
5,2,1,3,GENOA,home,3,8,0,0,0,0,15,13,5,2,26,2,2,0,0,27,15,9,17,6,1,0,0,LECCE,2011-12,7,15,4,7,3,8,0,0
2,5,3,1,LECCE,away,8,3,0,0,0,0,13,15,2,5,26,2,2,0,0,15,27,17,9,1,6,0,0,GENOA,2011-12,15,7,7,4,8,3,0,0
2,1,2,1,CAGLIARI,home,4,6,0,0,0,0,10,20,5,3,26,3,0,0,0,3,4,4,6,2,1,0,0,SIENA,2011-12,6,7,2,5,4,2,0,0
1,2,1,2,SIENA,away,6,4,0,0,0,0,20,10,3,5,26,0,3,0,0,4,3,6,4,1,2,0,0,CAGLIARI,2011-12,7,6,5,2,2,4,0,0
4,4,1,2,LAZIO,home,2,2,0,1,1,0,24,9,2,0,26,1,2,1,0,18,11,14,9,4,0,0,1,ROMA,2011-12,5,8,3,2,2,6,0,0
4,4,2,1,ROMA,away,2,2,1,0,0,1,9,24,0,2,26,2,1,0,1,11,18,9,14,0,4,1,0,LAZIO,2011-12,8,5,2,3,6,2,0,0
2,3,1,1,ATALANTA,home,5,1,0,0,0,0,18,12,3,2,26,0,0,0,0,13,14,11,12,1,8,0,0,UDINESE,2011-12,16,3,8,2,8,1,0,0
3,2,1,1,UDINESE,away,1,5,0,0,0,0,12,18,2,3,26,0,0,0,0,14,13,12,11,8,1,0,0,ATALANTA,2011-12,3,16,2,8,1,8,0,0
2,3,0,0,NOVARA,home,10,4,0,0,0,0,13,8,7,2,26,1,0,1,0,8,11,9,8,0,5,1,0,BOLOGNA,2011-12,16,2,8,2,8,0,0,0
3,2,0,0,BOLOGNA,away,4,10,0,0,0,0,8,13,2,7,26,0,1,0,1,11,8,8,9,5,0,0,1,NOVARA,2011-12,2,16,2,8,0,8,0,0
1,1,0,6,CATANIA,home,7,3,0,0,0,0,15,12,3,3,26,2,2,0,0,4,7,9,6,2,5,0,0,INTER,2011-12,12,11,5,7,7,4,0,0
1,1,6,0,INTER,away,3,7,0,0,0,0,12,15,3,3,26,2,2,0,0,7,4,6,9,5,2,0,0,CATANIA,2011-12,11,12,7,5,4,7,0,0
0,0,0,2,INTER,home,2,8,,,0,0,11,15,1,2,27,0,2,0,1,9,10,11,6,3,0,0,1,CHIEVOVERONA,2011-12,3,14,3,7,0,7,0,0
0,0,2,0,CHIEVOVERONA,away,8,2,,,0,0,15,11,2,1,27,2,0,1,0,10,9,6,11,0,3,1,0,INTER,2011-12,14,3,7,3,7,0,0,0
0,3,2,1,CAGLIARI,home,2,8,,,0,0,15,17,0,1,27,6,3,0,0,10,5,3,4,2,2,1,0,NAPOLI,2011-12,13,7,6,2,7,5,0,0
3,0,1,2,NAPOLI,away,8,2,,,0,0,17,15,1,0,27,3,6,0,0,5,10,4,3,2,2,0,1,CAGLIARI,2011-12,7,13,2,6,5,7,0,0
4,2,1,1,ROMA,home,10,6,,,0,0,7,13,8,4,27,0,1,0,0,24,21,23,11,3,7,0,0,PALERMO,2011-12,14,13,8,9,6,4,0,0
2,4,1,1,PALERMO,away,6,10,,,0,0,13,7,4,8,27,1,0,0,0,21,24,11,23,7,3,0,0,ROMA,2011-12,13,14,9,8,4,6,0,0
1,2,0,0,PARMA,home,13,6,,,0,0,15,16,1,4,27,1,1,0,0,6,5,5,6,4,2,0,0,ATALANTA,2011-12,8,10,5,5,3,5,0,0
2,1,0,0,ATALANTA,away,6,13,,,0,0,16,15,4,1,27,1,1,0,0,5,6,6,5,2,4,0,0,PARMA,2011-12,10,8,5,5,5,3,0,0
0,2,1,2,FIORENTINA,home,6,5,,,0,0,13,11,3,1,27,1,0,0,0,25,20,14,18,7,5,1,0,CATANIA,2011-12,12,12,6,5,6,7,0,0
2,0,2,1,CATANIA,away,5,6,,,0,0,11,13,1,3,27,0,1,0,0,20,25,18,14,5,7,0,1,FIORENTINA,2011-12,12,12,5,6,7,6,0,0
2,1,1,3,SIENA,home,4,3,,,1,0,25,16,0,2,27,0,2,0,0,13,16,13,6,1,2,0,1,CESENA,2011-12,10,5,8,2,2,3,0,0
1,2,3,1,CESENA,away,3,4,,,0,1,16,25,2,0,27,2,0,0,0,16,13,6,13,2,1,1,0,SIENA,2011-12,5,10,2,8,3,2,0,0
3,2,2,5,JUVENTUS,home,5,16,,,0,0,8,7,3,4,27,0,0,0,2,3,6,5,3,5,2,0,0,GENOA,2011-12,6,14,4,7,2,7,0,0
2,3,5,2,GENOA,away,16,5,,,0,0,7,8,4,3,27,0,0,2,0,6,3,3,5,2,5,0,0,JUVENTUS,2011-12,14,6,7,4,7,2,0,0
1,1,2,0,LECCE,home,13,3,,,0,0,4,14,2,0,27,2,0,0,0,17,14,11,9,1,9,0,0,MILAN,2011-12,17,3,6,2,11,1,0,0
1,1,0,2,MILAN,away,3,13,,,0,0,14,4,0,2,27,0,2,0,0,14,17,9,11,9,1,0,0,LECCE,2011-12,3,17,2,6,1,11,0,0
0,1,1,1,BOLOGNA,home,7,4,,,2,0,14,12,4,2,27,1,3,0,1,12,9,9,8,3,5,0,0,LAZIO,2011-12,6,11,1,4,5,7,0,0
1,0,1,1,LAZIO,away,4,7,,,0,2,12,14,2,4,27,3,1,1,0,9,12,8,9,5,3,0,0,BOLOGNA,2011-12,11,6,4,1,7,5,0,0
4,3,0,0,UDINESE,home,2,3,,,0,0,14,14,2,3,27,1,0,0,0,11,10,8,10,5,5,0,0,NOVARA,2011-12,9,14,3,9,6,5,0,0
3,4,0,0,NOVARA,away,3,2,,,0,0,14,14,3,2,27,0,1,0,0,10,11,10,8,5,5,0,0,UDINESE,2011-12,14,9,9,3,5,6,0,0
2,2,0,0,MILAN,home,8,1,0,0,0,0,6,10,3,3,28,0,2,1,0,9,12,5,6,3,4,0,1,PARMA,2011-12,13,10,8,5,5,5,0,0
2,2,0,0,PARMA,away,1,8,0,0,0,0,10,6,3,3,28,2,0,0,1,12,9,6,5,4,3,1,0,MILAN,2011-12,10,13,5,8,5,5,0,0
1,1,0,3,JUVENTUS,home,5,5,0,0,1,0,5,7,4,2,28,0,5,1,1,4,4,3,2,2,0,0,0,FIORENTINA,2011-12,5,11,4,3,1,8,0,0
1,1,3,0,FIORENTINA,away,5,5,0,0,0,1,7,5,2,4,28,5,0,1,1,4,4,2,3,0,2,0,0,JUVENTUS,2011-12,11,5,3,4,8,1,0,0
2,1,1,0,CESENA,home,9,5,0,2,0,0,11,15,6,4,28,3,0,0,0,12,13,9,6,4,1,2,0,CAGLIARI,2011-12,8,4,4,0,4,4,0,0
1,2,0,1,CAGLIARI,away,5,9,2,0,0,0,15,11,4,6,28,0,3,0,0,13,12,6,9,1,4,0,2,CESENA,2011-12,4,8,0,4,4,4,0,0
1,4,1,3,CHIEVOVERONA,home,8,1,0,0,0,0,20,15,2,3,28,2,2,0,0,12,7,4,7,2,3,0,0,BOLOGNA,2011-12,10,9,5,5,5,4,0,0
4,1,3,1,BOLOGNA,away,1,8,0,0,0,0,15,20,3,2,28,2,2,0,0,7,12,7,4,3,2,0,0,CHIEVOVERONA,2011-12,9,10,5,5,4,5,0,0
2,3,2,1,LAZIO,home,4,0,0,0,0,0,22,14,5,1,28,1,0,0,0,34,26,18,23,3,2,0,0,CATANIA,2011-12,8,7,5,4,3,3,0,0
3,2,1,2,CATANIA,away,0,4,0,0,0,0,14,22,1,5,28,0,1,0,0,26,34,23,18,2,3,0,0,LAZIO,2011-12,7,8,4,5,3,3,0,0
2,4,0,1,ATALANTA,home,4,3,0,0,0,0,17,12,2,3,28,0,0,0,0,6,8,7,5,3,4,1,0,INTER,2011-12,10,8,5,5,5,3,0,0
4,2,1,0,INTER,away,3,4,0,0,0,0,12,17,3,2,28,0,0,0,0,8,6,5,7,4,3,0,1,ATALANTA,2011-12,8,10,5,5,3,5,0,0
3,3,2,0,PALERMO,home,3,6,0,0,1,1,11,17,6,3,28,1,1,0,0,20,21,15,16,4,5,1,0,LECCE,2011-12,7,8,1,3,6,5,0,0
3,3,0,2,LECCE,away,6,3,0,0,1,1,17,11,3,6,28,1,1,0,0,21,20,16,15,5,4,0,1,PALERMO,2011-12,8,7,3,1,5,6,0,0
1,1,0,2,NOVARA,home,4,4,0,0,0,0,17,14,3,0,28,0,2,0,1,5,6,5,4,2,1,0,0,SIENA,2011-12,7,9,6,4,1,5,0,0
1,1,2,0,SIENA,away,4,4,0,0,0,0,14,17,0,3,28,2,0,1,0,6,5,4,5,1,2,0,0,NOVARA,2011-12,9,7,4,6,5,1,0,0
3,2,2,1,NAPOLI,home,4,7,1,0,1,0,16,20,2,1,28,2,2,1,0,10,13,9,8,5,2,0,1,UDINESE,2011-12,8,14,3,6,5,8,0,0
2,3,1,2,UDINESE,away,7,4,0,1,0,1,20,16,1,2,28,2,2,0,1,13,10,8,9,2,5,1,0,NAPOLI,2011-12,14,8,6,3,8,5,0,0
1,2,3,1,GENOA,home,7,3,0,0,0,0,9,8,6,0,28,1,0,0,1,16,8,9,8,5,7,0,0,ROMA,2011-12,15,6,7,0,8,6,0,0
2,1,1,3,ROMA,away,3,7,0,0,0,0,8,9,0,6,28,0,1,1,0,8,16,8,9,7,5,0,0,GENOA,2011-12,6,15,0,7,6,8,0,0
3,2,0,1,ROMA,home,9,4,,,,,11,25,3,2,29,2,1,2,0,21,19,15,11,2,7,1,0,MILAN,2011-12,19,7,8,4,11,3,0,0
2,3,1,0,MILAN,away,4,9,,,,,25,11,2,3,29,1,2,0,2,19,21,11,15,7,2,0,1,ROMA,2011-12,7,19,4,8,3,11,0,0
2,1,0,3,UDINESE,home,2,5,,,,,12,15,3,6,29,1,1,0,0,28,11,12,9,3,3,0,0,PALERMO,2011-12,7,16,3,12,4,4,0,0
1,2,3,0,PALERMO,away,5,2,,,,,15,12,6,3,29,1,1,0,0,11,28,9,12,3,3,0,0,UDINESE,2011-12,16,7,12,3,4,4,0,0
1,4,1,0,BOLOGNA,home,7,2,,,,,17,17,5,0,29,2,0,0,1,2,3,4,2,6,7,0,0,ATALANTA,2011-12,13,11,4,4,9,7,0,0
4,1,0,1,ATALANTA,away,2,7,,,,,17,17,0,5,29,0,2,1,0,3,2,2,4,7,6,0,0,BOLOGNA,2011-12,11,13,4,4,7,9,0,0
2,3,2,5,PARMA,home,2,10,,,,,14,15,0,4,29,2,2,1,3,25,7,5,19,5,2,0,0,CESENA,2011-12,11,18,6,8,5,10,0,0
3,2,5,2,CESENA,away,10,2,,,,,15,14,4,0,29,2,2,3,1,7,25,19,5,2,5,0,0,PARMA,2011-12,18,11,8,6,10,5,0,0
3,3,0,1,SIENA,home,4,3,,,,,7,15,2,3,29,1,1,0,0,14,10,11,12,1,4,0,0,CHIEVOVERONA,2011-12,7,6,2,4,5,2,0,0
3,3,1,0,CHIEVOVERONA,away,3,4,,,,,15,7,3,2,29,1,1,0,0,10,14,12,11,4,1,0,0,SIENA,2011-12,6,7,4,2,2,5,0,0
0,4,2,1,FIORENTINA,home,4,5,,,,,15,18,1,3,29,2,2,0,0,15,17,19,23,3,2,0,0,GENOA,2011-12,10,12,6,7,4,5,0,0
4,0,1,2,GENOA,away,5,4,,,,,18,15,3,1,29,2,2,0,0,17,15,23,19,2,3,0,0,FIORENTINA,2011-12,12,10,7,6,5,4,0,0
2,4,2,0,CAGLIARI,home,8,2,,,,,13,20,1,1,29,1,0,0,0,9,12,10,7,2,4,0,0,LAZIO,2011-12,9,2,4,0,5,2,0,0
4,2,0,2,LAZIO,away,2,8,,,,,20,13,1,1,29,0,1,0,0,12,9,7,10,4,2,0,0,CAGLIARI,2011-12,2,9,0,4,2,5,0,0
1,3,2,0,CATANIA,home,5,7,,,,,11,10,4,0,29,2,2,2,0,12,7,9,5,4,4,0,0,NAPOLI,2011-12,15,9,7,3,8,6,0,0
3,1,0,2,NAPOLI,away,7,5,,,,,10,11,0,4,29,2,2,0,2,7,12,5,9,4,4,0,0,CATANIA,2011-12,9,15,3,7,6,8,0,0
3,4,1,0,LECCE,home,7,9,,,,,16,14,8,3,29,0,0,1,1,9,10,9,8,1,4,0,0,NOVARA,2011-12,7,4,2,2,5,2,0,0
4,3,0,1,NOVARA,away,9,7,,,,,14,16,3,8,29,0,0,1,1,10,9,8,9,4,1,0,0,LECCE,2011-12,4,7,2,2,2,5,0,0
1,2,5,1,INTER,home,8,5,,,,,9,8,3,1,29,2,0,0,0,14,14,8,9,6,11,0,0,JUVENTUS,2011-12,16,8,3,2,13,6,0,0
2,1,1,5,JUVENTUS,away,5,8,,,,,8,9,1,3,29,0,2,0,0,14,14,9,8,11,6,0,0,INTER,2011-12,8,16,2,3,6,13,0,0
0,2,2,2,MILAN,home,4,8,0,0,0,0,14,9,1,4,30,1,1,1,0,21,25,15,17,8,0,0,0,CATANIA,2011-12,12,12,10,3,2,9,0,0
2,0,2,2,CATANIA,away,8,4,0,0,0,0,9,14,4,1,30,1,1,0,1,25,21,17,15,0,8,0,0,MILAN,2011-12,12,12,3,10,9,2,0,0
2,2,0,0,LAZIO,home,5,4,0,0,0,0,23,18,3,2,30,3,1,0,0,18,17,14,8,1,3,0,0,PARMA,2011-12,10,6,4,4,6,2,0,0
2,2,0,0,PARMA,away,4,5,0,0,0,0,18,23,2,3,30,1,3,0,0,17,18,8,14,3,1,0,0,LAZIO,2011-12,6,10,4,4,2,6,0,0
1,1,4,3,NOVARA,home,3,2,0,0,0,0,11,6,6,2,30,5,2,1,0,12,3,5,8,4,2,0,0,ROMA,2011-12,12,8,4,2,8,6,0,0
1,1,3,4,ROMA,away,2,3,0,0,0,0,6,11,2,6,30,2,5,0,1,3,12,8,5,2,4,0,0,NOVARA,2011-12,8,12,2,4,6,8,0,0
2,4,0,3,PALERMO,home,5,4,0,1,0,0,16,16,9,1,30,1,3,1,0,11,12,8,4,0,2,0,0,BOLOGNA,2011-12,10,9,6,6,4,3,0,0
4,2,3,0,BOLOGNA,away,4,5,1,0,0,0,16,16,1,9,30,3,1,0,1,12,11,4,8,2,0,0,0,PALERMO,2011-12,9,10,6,6,3,4,0,0
0,2,1,2,ATALANTA,home,4,9,0,0,0,0,15,15,2,6,30,2,0,1,0,1,6,6,1,6,6,0,0,CAGLIARI,2011-12,10,10,2,4,8,6,0,0
2,0,2,1,CAGLIARI,away,9,4,0,0,0,0,15,15,6,2,30,0,2,0,1,6,1,1,6,6,6,0,0,ATALANTA,2011-12,10,10,4,2,6,8,0,0
3,3,1,1,CHIEVOVERONA,home,9,4,0,0,0,0,17,13,0,2,30,1,2,0,0,4,1,4,3,0,0,0,0,FIORENTINA,2011-12,11,7,8,4,3,3,0,0
3,3,1,1,FIORENTINA,away,4,9,0,0,0,0,13,17,2,0,30,2,1,0,0,1,4,3,4,0,0,0,0,CHIEVOVERONA,2011-12,7,11,4,8,3,3,0,0
2,4,3,1,GENOA,home,2,10,0,0,1,1,18,9,4,3,30,5,4,0,0,20,23,17,16,4,5,1,3,INTER,2011-12,18,11,8,3,10,8,0,0
4,2,1,3,INTER,away,10,2,0,0,1,1,9,18,3,4,30,4,5,0,0,23,20,16,17,5,4,3,1,GENOA,2011-12,11,18,3,8,8,10,0,0
3,3,3,0,CESENA,home,7,2,0,0,0,0,16,11,4,3,30,0,0,1,0,30,11,9,16,7,6,0,0,LECCE,2011-12,17,15,10,8,7,7,0,0
3,3,0,3,LECCE,away,2,7,0,0,0,0,11,16,3,4,30,0,0,0,1,11,30,16,9,6,7,0,0,CESENA,2011-12,15,17,8,10,7,7,0,0
4,3,3,0,UDINESE,home,5,5,0,0,0,0,10,12,0,0,30,1,0,1,1,4,7,7,3,2,2,0,0,SIENA,2011-12,12,10,8,7,4,3,0,0
3,4,0,3,SIENA,away,5,5,0,0,0,0,12,10,0,0,30,0,1,1,1,7,4,3,7,2,2,0,0,UDINESE,2011-12,10,12,7,8,3,4,0,0
4,2,1,0,NAPOLI,home,3,6,0,0,0,1,16,19,3,5,30,3,0,0,0,23,13,6,10,0,7,0,0,JUVENTUS,2011-12,19,5,9,5,10,0,0,0
2,4,0,1,JUVENTUS,away,6,3,0,0,1,0,19,16,5,3,30,0,3,0,0,13,23,10,6,7,0,0,0,NAPOLI,2011-12,5,19,5,9,0,10,0,0
2,2,1,0,SIENA,home,9,4,0,0,0,0,10,15,2,3,31,1,2,0,0,2,3,3,2,2,1,0,1,ATALANTA,2011-12,9,5,7,1,2,4,0,0
2,2,0,1,ATALANTA,away,4,9,0,0,0,0,15,10,3,2,31,2,1,0,0,3,2,2,3,1,2,1,0,SIENA,2011-12,5,9,1,7,4,2,0,0
2,3,1,1,INTER,home,4,9,1,0,0,0,11,11,2,1,31,2,2,0,0,17,16,6,9,4,2,0,0,CAGLIARI,2011-12,8,9,5,3,3,6,0,0
3,2,1,1,CAGLIARI,away,9,4,0,1,0,0,11,11,1,2,31,2,2,0,0,16,17,9,6,2,4,0,0,INTER,2011-12,9,8,3,5,6,3,0,0
4,4,1,4,BOLOGNA,home,5,6,0,0,0,0,18,25,1,1,31,0,0,0,0,14,10,7,6,6,5,0,0,CESENA,2011-12,6,16,1,10,5,6,0,0
4,4,4,1,CESENA,away,6,5,0,0,0,0,25,18,1,1,31,0,0,0,0,10,14,6,7,5,6,0,0,BOLOGNA,2011-12,16,6,10,1,6,5,0,0
1,1,5,3,CATANIA,home,8,9,0,0,0,1,8,13,11,3,31,3,2,0,0,8,8,8,7,4,2,1,0,CHIEVOVERONA,2011-12,11,12,6,7,5,5,0,0
1,1,3,5,CHIEVOVERONA,away,9,8,0,0,1,0,13,8,3,11,31,2,3,0,0,8,8,7,8,2,4,0,1,CATANIA,2011-12,12,11,7,6,5,5,0,0
4,2,2,2,ROMA,home,3,6,0,0,0,0,10,17,4,2,31,4,2,0,0,21,21,16,14,5,0,1,0,LECCE,2011-12,5,13,1,6,4,7,0,0
2,4,2,2,LECCE,away,6,3,0,0,0,0,17,10,2,4,31,2,4,0,0,21,21,14,16,0,5,0,1,ROMA,2011-12,13,5,6,1,7,4,0,0
3,4,0,1,FIORENTINA,home,9,4,0,0,0,0,14,11,6,3,31,1,2,1,0,15,12,9,9,2,4,1,0,MILAN,2011-12,11,9,5,5,6,4,0,0
4,3,1,0,MILAN,away,4,9,0,0,0,0,11,14,3,6,31,2,1,0,1,12,15,9,9,4,2,0,1,FIORENTINA,2011-12,9,11,5,5,4,6,0,0
3,3,0,2,GENOA,home,9,5,0,0,1,0,21,12,1,2,31,1,1,0,1,17,10,8,7,0,3,0,0,NOVARA,2011-12,12,4,8,2,4,2,0,0
