Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Avversaria,Campo,Corner,Corner avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario
2,2,3,3,ATALANTA,home,9,4,,,,,10,9,3,1,8,1,2,0,0,12,7,7,7,1,3,0,0,PARMA,2011-12,10,6,6,3,4,3,0,0
2,2,3,3,PARMA,away,4,9,,,,,9,10,1,3,8,2,1,0,0,7,12,7,7,3,1,0,0,ATALANTA,2011-12,6,10,3,6,3,4,0,0
1,1,1,0,CESENA,home,4,5,,,,,16,3,5,0,8,2,0,0,1,3,1,3,6,1,2,0,0,SIENA,2011-12,9,8,5,6,4,2,0,0
1,1,0,1,SIENA,away,5,4,,,,,3,16,0,5,8,0,2,1,0,1,3,6,3,2,1,0,0,CESENA,2011-12,8,9,6,5,2,4,0,0
3,3,1,0,PALERMO,home,7,6,,,,,17,14,1,3,8,1,0,0,0,6,7,15,6,5,0,0,0,ROMA,2011-12,11,10,10,5,1,5,0,0
3,3,0,1,ROMA,away,6,7,,,,,14,17,3,1,8,0,1,0,0,7,6,6,15,0,5,0,0,PALERMO,2011-12,10,11,5,10,5,1,0,0
1,2,0,0,NOVARA,home,9,5,,,,,15,12,3,4,8,3,0,0,0,13,8,11,11,5,1,0,0,UDINESE,2011-12,9,9,5,4,4,5,0,0
2,1,0,0,UDINESE,away,5,9,,,,,12,15,4,3,8,0,3,0,0,8,13,11,11,1,5,0,0,NOVARA,2011-12,9,9,4,5,5,4,0,0
4,3,2,3,LAZIO,home,8,2,,,,,17,16,2,1,8,0,2,0,1,17,22,14,12,1,6,0,0,BOLOGNA,2011-12,9,7,3,4,6,3,0,0
3,4,3,2,BOLOGNA,away,2,8,,,,,16,17,1,2,8,2,0,1,0,22,17,12,14,6,1,0,0,LAZIO,2011-12,7,9,4,3,3,6,0,0
1,3,4,0,FIORENTINA,home,8,4,,,,,17,6,9,3,9,2,1,0,0,9,20,13,8,2,12,0,0,JUVENTUS,2011-12,20,6,6,4,14,2,0,0
3,1,0,4,JUVENTUS,away,4,8,,,,,6,17,3,9,9,1,2,0,0,20,9,8,13,12,2,0,0,FIORENTINA,2011-12,6,20,4,6,2,14,0,0
2,2,1,1,INTER,home,4,5,,,,,11,16,1,3,9,1,1,0,0,7,4,4,8,3,3,1,0,ATALANTA,2011-12,6,11,1,7,5,4,0,0
2,2,1,1,ATALANTA,away,5,4,,,,,16,11,3,1,9,1,1,0,0,4,7,8,4,3,3,0,1,INTER,2011-12,11,6,7,1,4,5,0,0
2,3,0,0,CAGLIARI,home,13,1,,,,,13,16,2,2,9,1,1,0,0,3,1,4,5,2,1,1,1,CESENA,2011-12,7,4,5,1,2,3,0,0
3,2,0,0,CESENA,away,1,13,,,,,16,13,2,2,9,1,1,0,0,1,3,5,4,1,2,1,1,CAGLIARI,2011-12,4,7,1,5,3,2,0,0
0,3,2,0,BOLOGNA,home,4,2,,,,,18,19,0,2,9,0,1,1,0,11,7,2,3,2,2,0,0,CHIEVOVERONA,2011-12,13,8,10,5,3,3,0,0
3,0,0,2,CHIEVOVERONA,away,2,4,,,,,19,18,2,0,9,1,0,0,1,7,11,3,2,2,2,0,0,BOLOGNA,2011-12,8,13,5,10,3,3,0,0
2,1,1,3,ROMA,home,7,5,,,,,11,16,3,0,9,2,1,0,0,12,17,13,12,4,4,0,0,GENOA,2011-12,8,14,2,9,6,5,0,0
1,2,3,1,GENOA,away,5,7,,,,,16,11,0,3,9,1,2,0,0,17,12,12,13,4,4,0,0,ROMA,2011-12,14,8,9,2,5,6,0,0
1,5,1,0,CATANIA,home,4,8,,,,,13,9,5,0,9,1,1,1,0,15,18,14,6,4,1,0,0,LAZIO,2011-12,9,6,6,2,3,4,0,0
5,1,0,1,LAZIO,away,8,4,,,,,9,13,0,5,9,1,1,0,1,18,15,6,14,1,4,0,0,CATANIA,2011-12,6,9,2,6,4,3,0,0
2,0,2,1,PARMA,home,5,3,,,,,9,10,4,3,9,4,1,0,0,16,9,12,13,1,3,0,0,MILAN,2011-12,11,6,4,4,7,2,0,0
0,2,1,2,MILAN,away,3,5,,,,,10,9,3,4,9,1,4,0,0,9,16,13,12,3,1,0,0,PARMA,2011-12,6,11,4,4,2,7,0,0
0,4,2,0,UDINESE,home,3,4,,,,,21,13,5,5,9,2,0,0,0,10,11,10,5,2,2,0,0,NAPOLI,2011-12,9,11,5,9,4,2,0,0
4,0,0,2,NAPOLI,away,4,3,,,,,13,21,5,5,9,0,2,0,0,11,10,5,10,2,2,0,0,UDINESE,2011-12,11,9,9,5,2,4,0,0
3,3,0,0,SIENA,home,7,6,,,,,18,17,1,1,9,1,1,0,0,16,11,8,9,4,4,0,0,NOVARA,2011-12,11,9,6,4,5,5,0,0
3,3,0,0,NOVARA,away,6,7,,,,,17,18,1,1,9,1,1,0,0,11,16,9,8,4,4,0,0,SIENA,2011-12,9,11,4,6,5,5,0,0
3,2,4,0,LECCE,home,7,4,,,,,10,15,1,3,9,2,0,0,0,21,22,14,15,4,7,1,0,PALERMO,2011-12,15,14,6,10,9,4,0,0
2,3,0,4,PALERMO,away,4,7,,,,,15,10,3,1,9,0,2,0,0,22,21,15,14,7,4,0,1,LECCE,2011-12,14,15,10,6,4,9,0,0
1,1,2,2,NAPOLI,home,5,6,0,1,0,0,12,10,1,2,10,2,1,0,0,18,12,10,8,5,6,0,0,CATANIA,2011-12,16,10,8,4,8,6,0,0
1,1,2,2,CATANIA,away,6,5,1,0,0,0,10,12,2,1,10,1,2,0,0,12,18,8,10,6,5,0,0,NAPOLI,2011-12,10,16,4,8,6,8,0,0
2,3,3,5,MILAN,home,14,3,0,0,0,0,15,9,0,5,10,2,3,0,0,20,16,11,9,1,5,0,0,ROMA,2011-12,9,6,2,2,7,4,0,0
3,2,5,3,ROMA,away,3,14,0,0,0,0,9,15,5,0,10,3,2,0,0,16,20,9,11,5,1,0,0,MILAN,2011-12,6,9,2,2,4,7,0,0
2,5,2,2,JUVENTUS,home,6,4,0,0,0,0,11,14,2,3,10,1,2,1,0,8,17,9,4,5,3,0,0,INTER,2011-12,9,14,4,8,5,6,0,0
5,2,2,2,INTER,away,4,6,0,0,0,0,14,11,3,2,10,2,1,0,1,17,8,4,9,3,5,0,0,JUVENTUS,2011-12,14,9,8,4,6,5,0,0
1,5,2,1,CHIEVOVERONA,home,4,2,0,0,0,0,27,16,3,0,10,4,1,0,1,14,16,9,9,1,3,0,0,SIENA,2011-12,11,4,4,2,7,2,0,0
5,1,1,2,SIENA,away,2,4,0,0,0,0,16,27,0,3,10,1,4,1,0,16,14,9,9,3,1,0,0,CHIEVOVERONA,2011-12,4,11,2,4,2,7,0,0
2,3,1,1,ATALANTA,home,7,6,0,0,0,0,15,17,5,0,10,3,1,0,0,16,15,13,11,4,1,1,0,BOLOGNA,2011-12,6,11,2,6,4,5,0,0
3,2,1,1,BOLOGNA,away,6,7,0,0,0,0,17,15,0,5,10,1,3,0,0,15,16,11,13,1,4,0,1,ATALANTA,2011-12,11,6,6,2,5,4,0,0
1,1,1,0,GENOA,home,11,2,0,0,0,0,17,10,3,2,10,1,0,0,0,3,0,4,5,5,3,0,0,FIORENTINA,2011-12,13,6,9,1,4,5,0,0
1,1,0,1,FIORENTINA,away,2,11,0,0,0,0,10,17,2,3,10,0,1,0,0,0,3,5,4,3,5,0,0,GENOA,2011-12,6,13,1,9,5,4,0,0
4,1,3,2,NOVARA,home,9,8,0,0,0,0,8,25,1,7,10,1,1,0,0,26,29,21,21,1,7,0,1,LECCE,2011-12,13,7,5,5,8,2,0,0
1,4,2,3,LECCE,away,8,9,0,0,0,0,25,8,7,1,10,1,1,0,0,29,26,21,21,7,1,1,0,NOVARA,2011-12,7,13,5,5,2,8,0,0
2,4,1,0,CESENA,home,11,2,0,0,0,0,14,15,9,0,10,2,0,0,0,8,10,5,4,1,4,1,0,PARMA,2011-12,14,8,8,7,6,1,0,0
4,2,0,1,PARMA,away,2,11,0,0,0,0,15,14,0,9,10,0,2,0,0,10,8,4,5,4,1,0,1,CESENA,2011-12,8,14,7,8,1,6,0,0
2,1,0,0,PALERMO,home,4,5,0,0,0,0,13,12,7,3,10,1,0,2,0,14,13,18,14,6,3,0,0,UDINESE,2011-12,17,10,11,4,6,6,0,0
1,2,0,0,UDINESE,away,5,4,0,0,0,0,12,13,3,7,10,0,1,0,2,13,14,14,18,3,6,0,0,PALERMO,2011-12,10,17,4,11,6,6,0,0
0,0,0,1,LAZIO,home,11,3,0,0,0,0,12,5,1,3,10,0,3,0,0,9,12,7,2,1,2,0,0,CAGLIARI,2011-12,10,5,8,1,2,4,0,0
0,0,1,0,CAGLIARI,away,3,11,0,0,0,0,5,12,3,1,10,3,0,0,0,12,9,2,7,2,1,0,0,LAZIO,2011-12,5,10,1,8,4,2,0,0
3,2,0,1,BOLOGNA,home,5,9,,,0,0,12,22,1,3,11,3,1,1,0,31,38,30,15,7,2,0,0,PALERMO,2011-12,9,8,3,0,6,8,0,0
2,3,1,0,PALERMO,away,9,5,,,0,0,22,12,3,1,11,1,3,0,1,38,31,15,30,2,7,0,0,BOLOGNA,2011-12,8,9,0,3,8,6,0,0
2,2,0,1,ROMA,home,10,8,,,0,0,16,18,9,1,11,0,2,1,0,13,18,13,19,9,2,0,0,NOVARA,2011-12,6,17,3,6,3,11,0,0
2,2,1,0,NOVARA,away,8,10,,,0,0,18,16,1,9,11,2,0,0,1,18,13,19,13,2,9,0,0,ROMA,2011-12,17,6,6,3,11,3,0,0
4,2,1,0,CAGLIARI,home,1,6,,,0,0,16,16,3,3,11,1,0,1,0,6,4,3,6,6,2,0,0,ATALANTA,2011-12,9,9,5,3,4,6,0,0
2,4,0,1,ATALANTA,away,6,1,,,0,0,16,16,3,3,11,0,1,0,1,4,6,6,3,2,6,0,0,CAGLIARI,2011-12,9,9,3,5,6,4,0,0
1,2,2,2,LECCE,home,21,2,,,0,1,18,17,1,1,11,0,1,0,0,18,19,10,7,1,6,0,0,CESENA,2011-12,14,7,8,5,6,2,0,0
2,1,2,2,CESENA,away,2,21,,,1,0,17,18,1,1,11,1,0,0,0,19,18,7,10,6,1,0,0,LECCE,2011-12,7,14,5,8,2,6,0,0
1,3,0,1,FIORENTINA,home,6,5,,,0,0,6,12,4,3,11,1,0,0,0,3,1,3,3,3,3,0,0,CHIEVOVERONA,2011-12,10,10,6,7,4,3,0,0
3,1,1,0,CHIEVOVERONA,away,5,6,,,0,0,12,6,3,4,11,0,1,0,0,1,3,3,3,3,3,0,0,FIORENTINA,2011-12,10,10,7,6,3,4,0,0
1,1,0,0,PARMA,home,7,5,,,0,0,12,8,0,2,11,1,0,1,0,13,12,11,13,2,3,0,0,LAZIO,2011-12,8,5,3,3,5,2,0,0
1,1,0,0,LAZIO,away,5,7,,,0,0,8,12,2,0,11,0,1,0,1,12,13,13,11,3,2,0,0,PARMA,2011-12,5,8,3,3,2,5,0,0
4,3,1,0,CATANIA,home,5,2,,,0,0,15,18,2,3,11,4,0,0,1,11,11,15,11,4,6,1,0,MILAN,2011-12,16,11,6,6,10,5,0,0
3,4,0,1,MILAN,away,2,5,,,0,0,18,15,3,2,11,0,4,1,0,11,11,11,15,6,4,0,1,CATANIA,2011-12,11,16,6,6,5,10,0,0
0,2,0,0,SIENA,home,7,3,,,0,0,14,13,1,6,11,2,1,1,0,10,11,14,11,4,4,0,0,UDINESE,2011-12,11,14,4,9,7,5,0,0
2,0,0,0,UDINESE,away,3,7,,,0,0,13,14,6,1,11,1,2,0,1,11,10,11,14,4,4,0,0,SIENA,2011-12,14,11,9,4,5,7,0,0
4,5,2,2,JUVENTUS,home,3,5,,,0,0,17,8,2,4,11,3,3,0,0,12,7,13,10,4,4,1,0,NAPOLI,2011-12,10,10,3,3,7,7,0,0
5,4,2,2,NAPOLI,away,5,3,,,0,0,8,17,4,2,11,3,3,0,0,7,12,10,13,4,4,0,1,JUVENTUS,2011-12,10,10,3,3,7,7,0,0
2,2,0,1,INTER,home,6,4,,,0,0,13,11,6,4,11,0,1,0,1,18,24,21,22,6,1,0,0,GENOA,2011-12,3,13,2,5,1,8,0,0
2,2,1,0,GENOA,away,4,6,,,0,0,11,13,4,6,11,1,0,1,0,24,18,22,21,1,6,0,0,INTER,2011-12,13,3,5,2,8,1,0,0
1,2,0,0,CAGLIARI,home,4,0,0,0,0,0,19,17,2,5,12,2,1,2,0,16,15,11,9,2,2,0,0,INTER,2011-12,11,5,5,2,6,3,0,0
2,1,0,0,INTER,away,0,4,0,0,0,0,17,19,5,2,12,1,2,0,2,15,16,9,11,2,2,0,0,CAGLIARI,2011-12,5,11,2,5,3,6,0,0
1,1,0,3,MILAN,home,2,4,0,0,0,0,10,12,4,5,12,0,0,0,1,3,0,4,4,2,1,0,0,FIORENTINA,2011-12,7,11,6,8,1,3,0,0
1,1,3,0,FIORENTINA,away,4,2,0,0,0,0,12,10,5,4,12,0,0,1,0,0,3,4,4,1,2,0,0,MILAN,2011-12,11,7,8,6,3,1,0,0
0,3,0,0,LAZIO,home,7,3,0,0,0,0,15,7,5,2,12,0,0,0,0,8,4,9,6,1,5,0,0,NAPOLI,2011-12,14,4,9,3,5,1,0,0
3,0,0,0,NAPOLI,away,3,7,0,0,0,0,7,15,2,5,12,0,0,0,0,4,8,6,9,5,1,0,0,LAZIO,2011-12,4,14,3,9,1,5,0,0
3,4,0,1,CESENA,home,4,7,0,0,0,0,12,12,7,2,12,0,1,0,0,7,9,5,3,2,5,0,0,BOLOGNA,2011-12,10,11,5,8,5,3,0,0
4,3,1,0,BOLOGNA,away,7,4,0,0,0,0,12,12,2,7,12,1,0,0,0,9,7,3,5,5,2,0,0,CESENA,2011-12,11,10,8,5,3,5,0,0
2,3,0,1,CHIEVOVERONA,home,9,5,0,0,0,0,14,14,2,6,12,1,2,1,0,18,21,9,8,0,3,1,1,CATANIA,2011-12,12,9,6,7,6,2,0,0
3,2,1,0,CATANIA,away,5,9,0,0,0,0,14,14,6,2,12,2,1,0,1,21,18,8,9,3,0,1,1,CHIEVOVERONA,2011-12,9,12,7,6,2,6,0,0
3,3,0,0,NOVARA,home,6,7,0,1,1,0,25,14,4,5,12,1,0,0,1,14,14,12,9,3,3,0,0,GENOA,2011-12,13,9,9,5,4,4,0,0
3,3,0,0,GENOA,away,7,6,1,0,0,1,14,25,5,4,12,0,1,1,0,14,14,9,12,3,3,0,0,NOVARA,2011-12,9,13,5,9,4,4,0,0
0,2,3,0,PALERMO,home,4,4,0,0,0,0,14,13,4,2,12,3,0,1,0,12,14,12,6,3,2,0,0,JUVENTUS,2011-12,14,7,8,4,6,3,0,0
2,0,0,3,JUVENTUS,away,4,4,0,0,0,0,13,14,2,4,12,0,3,0,1,14,12,6,12,2,3,0,0,PALERMO,2011-12,7,14,4,8,3,6,0,0
2,1,3,1,UDINESE,home,3,7,0,0,0,0,12,10,2,3,12,2,0,1,0,4,12,16,5,6,3,1,0,PARMA,2011-12,15,11,9,5,6,6,0,0
1,2,1,3,PARMA,away,7,3,0,0,0,0,10,12,3,2,12,0,2,0,1,12,4,5,16,3,6,0,1,UDINESE,2011-12,11,15,5,9,6,6,0,0
3,2,3,0,ATALANTA,home,12,2,0,0,0,0,18,9,2,1,12,2,2,0,0,5,4,3,5,1,9,1,1,SIENA,2011-12,14,4,4,1,10,3,0,0
2,3,0,3,SIENA,away,2,12,0,0,0,0,9,18,1,2,12,2,2,0,0,4,5,5,3,9,1,1,1,ATALANTA,2011-12,4,14,1,4,3,10,0,0
1,2,9,0,LECCE,home,7,1,0,0,0,0,13,5,0,3,12,2,1,0,0,12,12,16,12,0,2,0,0,ROMA,2011-12,10,4,6,3,4,1,0,0
2,1,0,9,ROMA,away,1,7,0,0,0,0,5,13,3,0,12,1,2,0,0,12,12,12,16,2,0,0,0,LECCE,2011-12,4,10,3,6,1,4,0,0
3,2,2,0,ROMA,home,4,5,0,0,0,0,14,20,7,2,13,2,0,0,0,17,13,15,17,1,2,0,0,UDINESE,2011-12,10,10,6,9,4,1,0,0
2,3,0,2,UDINESE,away,5,4,0,0,0,0,20,14,2,7,13,0,2,0,0,13,17,17,15,2,1,0,0,ROMA,2011-12,10,10,9,6,1,4,0,0
4,2,2,3,CATANIA,home,7,4,0,0,0,0,15,18,2,6,13,0,1,0,0,35,25,20,25,6,4,0,0,LECCE,2011-12,11,13,7,6,4,7,0,0
2,4,3,2,LECCE,away,4,7,0,0,0,0,18,15,6,2,13,1,0,0,0,25,35,25,20,4,6,0,0,CATANIA,2011-12,13,11,6,7,7,4,0,0
0,2,2,1,PARMA,home,1,6,0,0,1,0,17,11,3,3,13,2,1,0,1,15,12,12,12,5,4,0,0,NOVARA,2011-12,10,14,4,8,6,6,0,0
2,0,1,2,NOVARA,away,6,1,0,0,0,1,11,17,3,3,13,1,2,1,0,12,15,12,12,4,5,0,0,PARMA,2011-12,14,10,8,4,6,6,0,0
3,4,3,1,NAPOLI,home,1,6,0,0,0,0,11,15,2,3,13,1,1,1,0,7,3,6,6,2,3,0,0,ATALANTA,2011-12,8,8,3,5,5,3,0,0
4,3,1,3,ATALANTA,away,6,1,0,0,0,0,15,11,3,2,13,1,1,0,1,3,7,6,6,3,2,0,0,NAPOLI,2011-12,8,8,5,3,3,5,0,0
2,1,0,1,JUVENTUS,home,5,3,0,0,0,0,10,19,4,3,13,0,1,1,1,5,6,8,9,3,8,0,0,LAZIO,2011-12,12,11,3,6,9,5,0,0
1,2,1,0,LAZIO,away,3,5,0,0,0,0,19,10,3,4,13,1,0,1,1,6,5,9,8,8,3,0,0,JUVENTUS,2011-12,11,12,6,3,5,9,0,0
4,4,3,0,BOLOGNA,home,11,6,0,0,0,0,22,17,1,1,13,1,1,1,0,8,7,6,4,2,3,1,0,CAGLIARI,2011-12,12,6,7,3,5,3,0,0
4,4,0,3,CAGLIARI,away,6,11,0,0,0,0,17,22,1,1,13,1,1,0,1,7,8,4,6,3,2,0,1,BOLOGNA,2011-12,6,12,3,7,3,5,0,0
2,2,0,2,GENOA,home,4,6,0,0,0,0,11,11,4,7,13,2,0,0,0,9,11,5,6,2,5,1,0,CESENA,2011-12,9,3,2,1,7,2,0,0
2,2,2,0,CESENA,away,6,4,0,0,0,0,11,11,7,4,13,0,2,0,0,11,9,6,5,5,2,0,1,GENOA,2011-12,3,9,1,2,2,7,0,0
2,0,2,0,FIORENTINA,home,5,6,0,1,0,0,11,18,1,1,13,2,0,0,1,32,19,21,11,5,3,0,0,PALERMO,2011-12,9,14,4,7,5,7,0,0
0,2,0,2,PALERMO,away,6,5,1,0,0,0,18,11,1,1,13,0,2,1,0,19,32,11,21,3,5,0,0,FIORENTINA,2011-12,14,9,7,4,7,5,0,0
1,2,3,3,INTER,home,5,6,1,0,0,0,12,11,3,1,13,0,1,0,0,16,19,11,11,3,0,0,0,SIENA,2011-12,7,9,7,5,0,4,0,0
2,1,3,3,SIENA,away,6,5,0,1,0,0,11,12,1,3,13,1,0,0,0,19,16,11,11,0,3,0,0,INTER,2011-12,9,7,5,7,4,0,0,0
0,1,2,1,CHIEVOVERONA,home,6,1,0,0,0,0,10,13,1,5,13,4,0,1,0,8,6,13,11,4,2,1,0,MILAN,2011-12,10,6,3,2,7,4,0,0
1,0,1,2,MILAN,away,1,6,0,0,0,0,13,10,5,1,13,0,4,0,1,6,8,11,13,2,4,0,1,CHIEVOVERONA,2011-12,6,10,2,3,4,7,0,0
3,2,1,3,MILAN,home,3,4,1,0,0,0,13,13,1,5,14,0,2,0,0,15,10,7,9,4,3,0,1,GENOA,2011-12,6,13,3,7,3,6,0,0
2,3,3,1,GENOA,away,4,3,0,1,0,0,13,13,5,1,14,2,0,0,0,10,15,9,7,3,4,1,0,MILAN,2011-12,13,6,7,3,6,3,0,0
1,2,1,2,UDINESE,home,6,4,1,1,0,0,12,11,1,12,14,0,1,0,0,10,7,6,4,3,2,1,1,INTER,2011-12,13,7,11,2,2,5,0,0
2,1,2,1,INTER,away,4,6,1,1,0,0,11,12,12,1,14,1,0,0,0,7,10,4,6,2,3,1,1,UDINESE,2011-12,7,13,2,11,5,2,0,0
1,2,2,1,LECCE,home,6,5,0,0,0,0,12,6,2,1,14,4,2,0,0,11,9,5,2,3,5,0,0,NAPOLI,2011-12,15,11,6,6,9,5,0,0
2,1,1,2,NAPOLI,away,5,6,0,0,0,0,6,12,1,2,14,2,4,0,0,9,11,2,5,5,3,0,0,LECCE,2011-12,11,15,6,6,5,9,0,0
2,1,3,2,CAGLIARI,home,10,3,0,0,0,0,19,22,2,8,14,0,1,0,1,17,13,8,9,4,8,0,0,CATANIA,2011-12,17,7,9,1,8,6,0,0
1,2,2,3,CATANIA,away,3,10,0,0,0,0,22,19,8,2,14,1,0,1,0,13,17,9,8,8,4,0,0,CAGLIARI,2011-12,7,17,1,9,6,8,0,0
1,2,2,1,SIENA,home,5,6,0,0,0,0,18,23,1,3,14,1,0,1,0,12,11,10,5,3,5,0,0,BOLOGNA,2011-12,13,10,7,6,6,4,0,0
2,1,1,2,BOLOGNA,away,6,5,0,0,0,0,23,18,3,1,14,0,1,0,1,11,12,5,10,5,3,0,0,SIENA,2011-12,10,13,6,7,4,6,0,0
2,2,0,0,ATALANTA,home,3,4,0,0,0,0,18,9,3,1,14,0,0,0,0,11,7,13,6,1,1,0,0,CHIEVOVERONA,2011-12,7,3,6,2,1,1,0,0
2,2,0,0,CHIEVOVERONA,away,4,3,0,0,0,0,9,18,1,3,14,0,0,0,0,7,11,6,13,1,1,0,0,ATALANTA,2011-12,3,7,2,6,1,1,0,0
0,0,0,0,ROMA,home,10,8,0,1,0,2,7,10,2,1,14,3,0,0,0,3,0,1,1,4,3,2,0,FIORENTINA,2011-12,11,6,5,2,6,4,0,0
0,0,0,0,FIORENTINA,away,8,10,1,0,2,0,10,7,1,2,14,0,3,0,0,0,3,1,1,3,4,0,2,ROMA,2011-12,6,11,2,5,4,6,0,0
0,2,2,0,CESENA,home,10,1,0,0,0,1,15,8,5,2,14,2,0,0,0,9,13,10,5,1,6,1,0,JUVENTUS,2011-12,20,2,12,1,8,1,0,0
2,0,0,2,JUVENTUS,away,1,10,0,0,1,0,8,15,2,5,14,0,2,0,0,13,9,5,10,6,1,0,1,CESENA,2011-12,2,20,1,12,1,8,0,0
1,2,0,0,PALERMO,home,6,2,0,0,0,0,16,10,1,1,14,0,0,2,0,15,16,15,13,3,3,0,0,PARMA,2011-12,17,7,12,4,5,3,0,0
2,1,0,0,PARMA,away,2,6,0,0,0,0,10,16,1,1,14,0,0,0,2,16,15,13,15,3,3,0,0,PALERMO,2011-12,7,17,4,12,3,5,0,0
1,2,5,2,NOVARA,home,10,5,0,0,0,0,12,9,0,7,14,3,0,1,1,15,8,9,9,4,4,0,0,LAZIO,2011-12,15,6,7,1,8,5,0,0
2,1,2,5,LAZIO,away,5,10,0,0,0,0,9,12,7,0,14,0,3,1,1,8,15,9,9,4,4,0,0,NOVARA,2011-12,6,15,1,7,5,8,0,0
2,3,3,3,LAZIO,home,3,1,0,0,0,0,15,12,3,2,15,2,3,0,0,33,27,22,23,1,6,1,0,LECCE,2011-12,12,9,4,5,8,4,0,0
3,2,3,3,LECCE,away,1,3,0,0,0,0,12,15,2,3,15,3,2,0,0,27,33,23,22,6,1,0,1,LAZIO,2011-12,9,12,5,4,4,8,0,0
4,2,0,0,GENOA,home,8,6,0,0,0,0,11,13,3,2,15,0,2,1,0,3,8,5,8,1,0,0,0,SIENA,2011-12,7,11,6,8,1,3,0,0
2,4,0,0,SIENA,away,6,8,0,0,0,0,13,11,2,3,15,2,0,0,1,8,3,8,5,0,1,0,0,GENOA,2011-12,11,7,8,6,3,1,0,0
1,1,2,0,FIORENTINA,home,6,2,0,0,0,0,12,12,1,1,15,2,0,0,0,13,11,5,8,2,5,0,0,INTER,2011-12,16,7,9,5,7,2,0,0
1,1,0,2,INTER,away,2,6,0,0,0,0,12,12,1,1,15,0,2,0,0,11,13,8,5,5,2,0,0,FIORENTINA,2011-12,7,16,5,9,2,7,0,0
1,4,3,0,CESENA,home,6,4,1,0,0,0,13,11,5,0,15,0,1,0,1,19,15,17,13,6,7,0,0,PALERMO,2011-12,12,18,5,11,7,7,0,0
4,1,0,3,PALERMO,away,4,6,0,1,0,0,11,13,0,5,15,1,0,1,0,15,19,13,17,7,6,0,0,CESENA,2011-12,18,12,11,5,7,7,0,0
3,2,1,1,CATANIA,home,8,2,0,1,0,0,19,14,5,0,15,1,1,0,0,11,7,2,4,3,2,0,0,ATALANTA,2011-12,8,8,5,4,3,4,0,0
2,3,1,1,ATALANTA,away,2,8,1,0,0,0,14,19,0,5,15,1,1,0,0,7,11,4,2,2,3,0,0,CATANIA,2011-12,8,8,4,5,4,3,0,0
4,3,0,4,MILAN,home,2,11,0,0,0,0,8,13,4,2,15,2,2,0,1,9,12,6,9,3,3,0,1,BOLOGNA,2011-12,10,12,5,6,5,6,0,0
3,4,4,0,BOLOGNA,away,11,2,0,0,0,0,13,8,2,4,15,2,2,1,0,12,9,9,6,3,3,1,0,MILAN,2011-12,12,10,6,5,6,5,0,0
2,4,1,2,PARMA,home,3,5,0,0,0,0,14,15,3,6,15,0,0,0,0,8,8,7,5,4,1,0,0,CAGLIARI,2011-12,5,8,4,4,1,4,0,0
4,2,2,1,CAGLIARI,away,5,3,0,0,0,0,15,14,6,3,15,0,0,0,0,8,8,5,7,1,4,0,0,PARMA,2011-12,8,5,4,4,4,1,0,0
2,5,1,1,CHIEVOVERONA,home,6,4,0,0,0,0,13,9,6,3,15,2,1,0,0,10,11,8,9,1,3,0,0,UDINESE,2011-12,12,8,7,6,5,2,0,0
5,2,1,1,UDINESE,away,4,6,0,0,0,0,9,13,3,6,15,1,2,0,0,11,10,9,8,3,1,0,0,CHIEVOVERONA,2011-12,8,12,6,7,2,5,0,0
3,0,0,2,NAPOLI,home,4,3,0,0,0,0,9,16,2,1,15,1,1,0,0,11,17,9,12,3,2,0,0,NOVARA,2011-12,8,11,5,7,3,4,0,0
0,3,2,0,NOVARA,away,3,4,0,0,0,0,16,9,1,2,15,1,1,0,0,17,11,12,9,2,3,0,0,NAPOLI,2011-12,11,8,7,5,4,3,0,0
3,3,1,2,JUVENTUS,home,4,10,0,0,0,0,10,15,1,4,15,1,1,0,0,11,12,14,10,6,0,1,0,ROMA,2011-12,3,10,1,3,2,7,0,0
3,3,2,1,ROMA,away,10,4,0,0,0,0,15,10,4,1,15,1,1,0,0,12,11,10,14,0,6,0,1,JUVENTUS,2011-12,10,3,3,1,7,2,0,0
2,2,0,0,CAGLIARI,home,4,6,,,,,11,19,4,1,16,2,0,0,0,1,2,3,1,5,6,0,0,CHIEVOVERONA,2011-12,14,7,6,2,8,5,0,0
2,2,0,0,CHIEVOVERONA,away,6,4,,,,,19,11,1,4,16,0,2,0,0,2,1,1,3,6,5,0,0,CAGLIARI,2011-12,7,14,2,6,5,8,0,0
1,3,2,2,ATALANTA,home,7,6,,,,,13,17,0,3,16,2,2,1,0,3,1,2,2,1,1,0,0,FIORENTINA,2011-12,12,6,8,3,4,3,0,0
3,1,2,2,FIORENTINA,away,6,7,,,,,17,13,3,0,16,2,2,0,1,1,3,2,2,1,1,0,0,ATALANTA,2011-12,6,12,3,8,3,4,0,0
