Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
3,2,1,3,7,5,6,7,9,7,LAZIO,away,1,0,7,0,9,8,0,0,0,0,10,22,1,2,9,0,3,13,11,4,7,0,0,28,25,13,13,0,3,45%,55%,0,0,TORINO,2015-16,6,8,3,5,0,0,0,0,3,3,2,2,0,0,0,0
1,2,0,2,0,4,1,2,6,21,NAPOLI,home,1,0,2,8,0,5,0,0,0,0,12,18,6,2,9,0,1,22,11,4,10,0,2,27,34,13,13,3,1,39%,61%,0,0,CHIEVOVERONA,2015-16,3,15,2,9,0,0,0,0,1,6,0,4,0,0,0,0
2,1,2,0,4,0,2,1,21,6,CHIEVOVERONA,away,0,1,8,2,5,0,0,0,0,0,18,12,2,6,9,1,0,11,22,10,4,2,0,34,27,13,13,1,3,61%,39%,0,0,NAPOLI,2015-16,15,3,9,2,0,0,0,0,6,1,4,0,0,0,0,0
1,1,0,1,6,8,1,2,10,10,INTER,home,0,0,2,2,6,8,0,1,0,0,14,8,1,1,10,0,1,19,15,5,7,0,0,41,33,17,18,5,3,47%,53%,0,0,BOLOGNA,2015-16,4,9,1,3,1,0,0,1,3,6,1,4,0,1,0,0
1,1,1,0,8,6,2,1,10,10,BOLOGNA,away,0,0,2,2,8,6,1,0,0,0,8,14,1,1,10,1,0,15,19,7,5,0,0,33,41,18,17,3,5,53%,47%,0,0,INTER,2015-16,9,4,3,1,0,1,1,0,6,3,4,1,1,0,0,0
2,4,1,0,6,11,4,4,6,6,LAZIO,home,0,0,5,6,8,11,0,0,0,0,14,17,1,3,10,2,1,12,13,4,3,0,0,24,29,16,10,2,3,52%,48%,0,0,ATALANTA,2015-16,7,6,3,3,0,0,0,0,4,3,1,1,0,1,0,0
4,2,0,1,11,6,4,4,6,6,ATALANTA,away,0,0,6,5,11,8,0,0,0,0,17,14,3,1,10,1,2,13,12,3,4,0,0,29,24,10,16,3,2,48%,52%,0,0,LAZIO,2015-16,6,7,3,3,0,0,0,0,3,4,1,1,1,0,0,0
1,3,3,1,7,5,4,7,4,8,CARPI,home,0,0,5,4,11,10,1,0,0,1,20,19,1,1,10,2,1,15,16,1,1,0,0,18,16,10,12,3,1,54%,46%,0,0,FROSINONE,2015-16,6,9,3,5,0,0,0,0,3,4,3,4,0,0,0,0
3,1,1,3,5,7,7,4,8,4,FROSINONE,away,0,0,4,5,10,11,0,1,1,0,19,20,1,1,10,1,2,16,15,1,1,0,0,16,18,12,10,1,3,46%,54%,0,0,CARPI,2015-16,9,6,5,3,0,0,0,0,4,3,4,3,0,0,0,0
5,2,0,1,3,4,5,3,4,10,FIORENTINA,home,0,1,5,2,1,3,0,0,0,0,10,16,8,4,10,0,2,31,14,1,4,0,0,30,41,16,14,1,1,39%,61%,0,0,HELLAS VERONA,2015-16,1,6,0,4,0,0,0,1,1,2,1,1,0,0,0,0
2,5,1,0,4,3,3,5,10,4,HELLAS VERONA,away,1,0,2,5,3,1,0,0,0,0,16,10,4,8,10,2,0,14,31,4,1,0,0,41,30,14,16,1,1,61%,39%,0,0,FIORENTINA,2015-16,6,1,4,0,0,0,1,0,2,1,1,1,0,0,0,0
0,2,4,1,9,2,3,0,11,3,CHIEVOVERONA,home,0,0,10,3,4,0,0,0,0,0,14,9,3,4,10,1,0,5,6,7,2,0,0,18,16,17,15,3,4,50%,50%,0,0,MILAN,2015-16,19,5,14,2,0,0,1,0,5,3,2,3,0,0,1,1
2,0,1,4,2,9,0,3,3,11,MILAN,away,0,0,3,10,0,4,0,0,0,0,9,14,4,3,10,0,1,6,5,2,7,0,0,16,18,15,17,4,3,50%,50%,0,0,CHIEVOVERONA,2015-16,5,19,2,14,0,0,0,1,3,5,3,2,0,0,1,1
0,0,4,0,5,9,18,6,22,6,PALERMO,home,1,1,7,2,8,4,0,0,0,0,5,8,2,2,10,2,0,2,20,14,1,2,0,28,33,26,30,1,7,65%,35%,0,0,NAPOLI,2015-16,18,4,7,3,0,0,0,1,11,1,8,1,0,0,0,0
0,0,0,4,9,5,6,18,6,22,NAPOLI,away,1,1,2,7,4,8,0,0,0,0,8,5,2,2,10,0,2,20,2,1,14,0,2,33,28,30,26,7,1,35%,65%,0,0,PALERMO,2015-16,4,18,3,7,0,0,1,0,1,11,1,8,0,0,0,0
1,3,5,1,9,5,5,5,6,5,UDINESE,home,5,2,3,4,7,5,0,0,0,0,9,9,5,2,10,3,1,12,19,8,4,0,0,20,21,17,18,2,4,62%,38%,0,0,ROMA,2015-16,12,6,5,3,1,1,0,0,7,3,5,2,0,1,0,0
3,1,1,5,5,9,5,5,5,6,ROMA,away,2,5,4,3,5,7,0,0,0,0,9,9,2,5,10,1,3,19,12,4,8,0,0,21,20,18,17,4,2,38%,62%,0,0,UDINESE,2015-16,6,12,3,5,1,1,0,0,3,7,2,5,1,0,0,0
5,2,0,3,5,11,2,6,6,8,JUVENTUS,home,0,0,1,11,3,11,0,1,0,0,21,18,5,6,10,1,0,34,22,3,7,0,0,22,41,32,33,5,2,42%,58%,0,0,SASSUOLO,2015-16,8,11,5,6,0,1,0,0,3,5,0,2,1,1,0,0
2,5,3,0,11,5,6,2,8,6,SASSUOLO,away,0,0,11,1,11,3,1,0,0,0,18,21,6,5,10,0,1,22,34,7,3,0,0,41,22,33,32,2,5,58%,42%,0,0,JUVENTUS,2015-16,11,8,6,5,1,0,0,0,5,3,2,0,1,1,0,0
2,1,2,1,10,8,3,4,14,14,GENOA,home,0,0,4,2,13,9,0,0,0,0,16,9,3,0,10,3,3,24,16,10,6,0,0,44,35,16,17,1,6,47%,53%,0,0,TORINO,2015-16,12,9,4,5,0,0,0,0,8,4,6,3,0,0,0,0
1,2,1,2,8,10,4,3,14,14,TORINO,away,0,0,2,4,9,13,0,0,0,0,9,16,0,3,10,3,3,16,24,6,10,0,0,35,44,17,16,6,1,53%,47%,0,0,GENOA,2015-16,9,12,5,4,0,0,0,0,4,8,3,6,0,0,0,0
2,3,2,3,10,4,7,6,9,15,EMPOLI,home,7,1,6,5,8,4,0,1,0,0,15,18,10,1,10,1,1,26,9,4,3,0,0,26,37,29,18,4,2,55%,45%,0,0,SAMPDORIA,2015-16,9,9,6,4,1,0,1,0,3,5,1,3,0,0,0,0
3,2,3,2,4,10,6,7,15,9,SAMPDORIA,away,1,7,5,6,4,8,1,0,0,0,18,15,1,10,10,1,1,9,26,3,4,0,0,37,26,18,29,2,4,45%,55%,0,0,EMPOLI,2015-16,9,9,4,6,0,1,0,1,5,3,3,1,0,0,0,0
2,5,3,1,8,5,7,4,6,7,TORINO,home,3,6,7,3,6,7,0,0,0,0,12,15,0,0,11,2,1,6,23,9,6,1,0,26,25,16,17,3,4,59%,41%,0,0,JUVENTUS,2015-16,14,7,7,3,0,0,0,0,7,4,4,2,0,0,1,2
5,2,1,3,5,8,4,7,7,6,JUVENTUS,away,6,3,3,7,7,6,0,0,0,0,15,12,0,0,11,1,2,23,6,6,9,0,1,25,26,17,16,4,3,41%,59%,0,0,TORINO,2015-16,7,14,3,7,0,0,0,0,4,7,2,4,0,0,2,1
4,1,0,0,0,6,1,5,12,8,ROMA,home,2,0,4,9,2,10,0,1,0,0,9,7,2,1,11,1,0,22,13,4,11,0,0,37,33,16,11,7,1,41%,59%,0,0,INTER,2015-16,7,15,5,8,1,0,0,3,2,7,1,5,0,0,0,1
1,4,0,0,6,0,5,1,8,12,INTER,away,0,2,9,4,10,2,1,0,0,0,7,9,1,2,11,0,1,13,22,11,4,0,0,33,37,11,16,1,7,59%,41%,0,0,ROMA,2015-16,15,7,8,5,0,1,3,0,7,2,5,1,0,0,1,0
0,1,1,2,5,3,5,2,21,6,FROSINONE,home,1,0,8,1,7,2,0,0,0,0,10,8,0,2,11,4,1,5,23,14,4,2,1,33,28,19,16,0,5,74%,26%,1,0,FIORENTINA,2015-16,18,6,7,4,0,0,0,0,11,2,7,1,1,0,2,0
1,0,2,1,3,5,2,5,6,21,FIORENTINA,away,0,1,1,8,2,7,0,0,0,0,8,10,2,0,11,1,4,23,5,4,14,1,2,28,33,16,19,5,0,26%,74%,0,1,FROSINONE,2015-16,6,18,4,7,0,0,0,0,2,11,1,7,0,1,0,2
5,3,3,2,1,0,3,0,3,4,ATALANTA,home,0,0,0,4,1,4,0,0,0,0,12,22,2,1,11,3,0,7,8,6,4,0,0,23,23,26,24,2,2,45%,55%,0,0,BOLOGNA,2015-16,10,5,5,3,0,1,1,0,5,2,3,1,0,1,0,0
3,5,2,3,0,1,0,3,4,3,BOLOGNA,away,0,0,4,0,4,1,0,0,0,0,22,12,1,2,11,0,3,8,7,4,6,0,0,23,23,24,26,2,2,55%,45%,0,0,ATALANTA,2015-16,5,10,3,5,1,0,0,1,2,5,1,3,1,0,0,0
2,3,2,1,0,2,4,3,6,6,HELLAS VERONA,home,0,0,5,6,6,8,0,0,0,0,17,18,2,4,11,0,0,22,15,5,3,0,0,22,18,17,19,3,6,33%,67%,0,0,CARPI,2015-16,8,6,2,3,0,0,0,0,6,3,6,1,0,0,1,0
3,2,1,2,2,0,3,4,6,6,CARPI,away,0,0,6,5,8,6,0,0,0,0,18,17,4,2,11,0,0,15,22,3,5,0,0,18,22,19,17,6,3,67%,33%,0,0,HELLAS VERONA,2015-16,6,8,3,2,0,0,0,0,3,6,1,6,0,0,0,1
3,2,1,2,2,12,12,6,9,14,NAPOLI,home,0,1,1,5,3,4,0,0,0,0,14,13,4,5,11,0,0,16,6,3,9,0,0,22,34,25,21,7,1,42%,58%,0,0,GENOA,2015-16,7,12,6,5,1,0,0,0,1,7,0,3,0,1,0,0
2,3,2,1,12,2,6,12,14,9,GENOA,away,1,0,5,1,4,3,0,0,0,0,13,14,5,4,11,0,0,6,16,9,3,0,0,34,22,21,25,1,7,58%,42%,0,0,NAPOLI,2015-16,12,7,5,6,0,1,0,0,7,1,3,0,1,0,0,0
1,2,2,1,4,11,15,2,16,8,SASSUOLO,home,2,1,10,1,13,4,0,0,0,0,10,14,3,2,11,0,0,12,21,8,3,0,1,31,34,14,12,3,6,53%,47%,0,0,UDINESE,2015-16,15,7,9,3,0,0,0,0,6,4,5,2,0,1,0,0
2,1,1,2,11,4,2,15,8,16,UDINESE,away,1,2,1,10,4,13,0,0,0,0,14,10,2,3,11,0,0,21,12,3,8,1,0,34,31,12,14,6,3,47%,53%,0,0,SASSUOLO,2015-16,7,15,3,9,0,0,0,0,4,6,2,5,1,0,0,0
2,2,0,1,7,9,4,4,3,6,MILAN,home,0,5,7,3,9,2,0,0,0,0,11,21,3,2,11,1,3,14,23,5,5,0,1,32,24,18,26,1,3,58%,42%,0,0,LAZIO,2015-16,7,10,3,5,0,2,1,0,4,5,3,4,0,0,0,1
2,2,1,0,9,7,4,4,6,3,LAZIO,away,5,0,3,7,2,9,0,0,0,0,21,11,2,3,11,3,1,23,14,5,5,1,0,24,32,26,18,3,1,42%,58%,0,0,MILAN,2015-16,10,7,5,3,2,0,0,1,5,4,4,3,0,0,1,0
3,2,3,1,6,5,11,6,14,4,SAMPDORIA,home,1,2,4,3,6,2,0,0,0,0,9,18,1,1,11,1,1,15,24,9,4,0,0,24,25,18,20,2,1,48%,52%,0,0,CHIEVOVERONA,2015-16,12,6,10,3,0,1,0,0,2,3,2,3,0,0,0,0
2,3,1,3,5,6,6,11,4,14,CHIEVOVERONA,away,2,1,3,4,2,6,0,0,0,0,18,9,1,1,11,1,1,24,15,4,9,0,0,25,24,20,18,1,2,52%,48%,0,0,SAMPDORIA,2015-16,6,12,3,10,1,0,0,0,3,2,3,2,0,0,0,0
6,3,1,0,6,1,2,3,17,25,EMPOLI,home,1,0,6,4,10,3,0,0,0,0,13,18,5,3,11,0,1,26,11,11,8,1,0,31,51,20,17,6,3,51%,49%,0,0,PALERMO,2015-16,10,12,6,6,0,0,0,0,4,6,2,4,0,2,0,1
3,6,0,1,1,6,3,2,25,17,PALERMO,away,0,1,4,6,3,10,0,0,0,0,18,13,3,5,11,1,0,11,26,8,11,0,1,51,31,17,20,3,6,49%,51%,0,0,EMPOLI,2015-16,12,10,6,6,0,0,0,0,6,4,4,2,2,0,1,0
1,1,0,0,10,4,8,7,3,5,BOLOGNA,home,0,6,9,4,19,5,0,0,0,0,11,13,2,3,12,0,2,11,27,4,9,0,1,24,26,16,20,2,2,55%,45%,0,0,HELLAS VERONA,2015-16,7,9,5,4,0,0,1,0,2,5,1,4,0,0,0,0
1,1,0,0,4,10,7,8,5,3,HELLAS VERONA,away,6,0,4,9,5,19,0,0,0,0,13,11,3,2,12,2,0,27,11,9,4,1,0,26,24,20,16,2,2,45%,55%,0,0,BOLOGNA,2015-16,9,7,4,5,0,0,0,1,5,2,4,1,0,0,0,0
4,4,1,1,9,8,10,9,9,12,ATALANTA,home,3,2,4,6,1,8,0,0,0,0,17,15,5,2,12,0,0,29,22,5,7,0,0,30,35,25,22,5,2,51%,49%,0,0,MILAN,2015-16,5,14,3,9,1,0,0,0,2,5,2,5,0,0,0,0
4,4,1,1,8,9,9,10,12,9,MILAN,away,2,3,6,4,8,1,0,0,0,0,15,17,2,5,12,0,0,22,29,7,5,0,0,35,30,22,25,2,5,49%,51%,0,0,ATALANTA,2015-16,14,5,9,3,0,1,0,0,5,2,5,2,0,0,0,0
2,1,2,1,5,1,2,2,10,7,INTER,home,0,0,5,2,6,1,0,0,0,0,6,12,6,3,12,0,1,18,18,8,5,1,0,34,39,15,20,1,8,51%,49%,0,0,TORINO,2015-16,14,6,5,4,0,0,0,1,9,2,4,2,0,0,0,0
1,2,1,2,1,5,2,2,7,10,TORINO,away,0,0,2,5,1,6,0,0,0,0,12,6,3,6,12,1,0,18,18,5,8,0,1,39,34,20,15,8,1,49%,51%,0,0,INTER,2015-16,6,14,4,5,0,0,1,0,2,9,2,4,0,0,0,0
2,3,3,1,1,3,4,2,8,8,JUVENTUS,home,0,1,4,3,0,3,0,0,0,0,21,14,1,2,12,1,3,1,9,5,5,0,1,19,29,18,28,0,3,43%,57%,0,0,EMPOLI,2015-16,9,9,5,5,0,0,0,0,4,4,1,4,0,0,0,1
3,2,1,3,3,1,2,4,8,8,EMPOLI,away,1,0,3,4,3,0,0,0,0,0,14,21,2,1,12,3,1,9,1,5,5,1,0,29,19,28,18,3,0,57%,43%,0,0,JUVENTUS,2015-16,9,9,5,5,0,0,0,0,4,4,4,1,0,0,1,0
2,3,1,2,0,2,1,2,4,3,GENOA,home,1,0,6,5,7,12,0,1,0,0,23,19,5,0,12,2,2,27,27,9,5,0,1,27,24,15,18,1,4,47%,53%,0,0,FROSINONE,2015-16,14,7,8,3,0,0,0,0,6,4,4,3,0,1,0,0
3,2,2,1,2,0,2,1,3,4,FROSINONE,away,0,1,5,6,12,7,1,0,0,0,19,23,0,5,12,2,2,27,27,5,9,1,0,24,27,18,15,4,1,53%,47%,0,0,GENOA,2015-16,7,14,3,8,0,0,0,0,4,6,3,4,1,0,0,0
4,3,5,3,2,4,3,3,7,10,CHIEVOVERONA,home,1,0,10,8,10,19,0,0,0,0,14,7,3,6,12,1,0,19,16,1,8,0,0,20,8,8,14,3,2,51%,49%,0,0,PALERMO,2015-16,13,9,10,6,0,0,0,1,3,3,2,3,0,0,0,0
3,4,3,5,4,2,3,3,10,7,PALERMO,away,0,1,8,10,19,10,0,0,0,0,7,14,6,3,12,0,1,16,19,8,1,0,0,8,20,14,8,2,3,49%,51%,0,0,CHIEVOVERONA,2015-16,9,13,6,10,0,0,1,0,3,3,3,2,0,0,0,0
3,4,3,2,0,1,0,2,9,6,LAZIO,home,0,0,2,6,0,1,0,0,0,0,13,17,2,6,12,2,0,29,15,6,3,1,1,17,25,29,14,1,0,50%,50%,1,0,ROMA,2015-16,7,6,4,4,0,1,0,0,3,2,2,1,1,0,0,0
4,3,2,3,1,0,2,0,6,9,ROMA,away,0,0,6,2,1,0,0,0,0,0,17,13,6,2,12,0,2,15,29,3,6,1,1,25,17,14,29,0,1,50%,50%,0,1,LAZIO,2015-16,6,7,4,4,1,0,0,0,2,3,1,2,0,1,0,0
4,5,1,0,9,12,4,6,8,5,CARPI,home,1,1,6,7,8,5,0,0,0,0,20,10,2,2,12,1,0,21,11,2,3,0,0,34,25,12,17,2,2,59%,41%,0,0,SASSUOLO,2015-16,6,5,3,3,1,0,0,0,3,2,2,2,0,0,0,0
5,4,0,1,12,9,6,4,5,8,SASSUOLO,away,1,1,7,6,5,8,0,0,0,0,10,20,2,2,12,0,1,11,21,3,2,0,0,25,34,17,12,2,2,41%,59%,0,0,CARPI,2015-16,5,6,3,3,0,1,0,0,2,3,2,2,0,0,0,0
3,3,5,0,12,8,10,7,12,3,UDINESE,home,3,2,7,5,11,3,0,0,0,0,10,14,2,5,12,1,0,20,30,11,3,0,1,36,31,27,27,2,4,56%,44%,0,0,NAPOLI,2015-16,9,7,4,4,0,0,0,0,5,3,4,2,0,0,0,1
3,3,0,5,8,12,7,10,3,12,NAPOLI,away,2,3,5,7,3,11,0,0,0,0,14,10,5,2,12,0,1,30,20,3,11,1,0,31,36,27,27,4,2,44%,56%,0,0,UDINESE,2015-16,7,9,4,4,0,0,0,0,3,5,2,4,0,0,1,0
3,3,0,2,6,7,3,7,8,22,FIORENTINA,home,1,0,1,8,3,5,0,0,0,0,10,22,4,3,12,0,2,15,12,1,7,0,0,26,36,23,20,5,3,41%,59%,0,1,SAMPDORIA,2015-16,4,15,1,8,0,0,0,0,3,7,1,4,1,1,0,0
3,3,2,0,7,6,7,3,22,8,SAMPDORIA,away,0,1,8,1,5,3,0,0,0,0,22,10,3,4,12,2,0,12,15,7,1,0,0,36,26,20,23,3,5,59%,41%,1,0,FIORENTINA,2015-16,15,4,8,1,0,0,0,0,7,3,4,1,1,1,0,0
5,4,2,2,5,8,5,3,8,7,ROMA,home,6,5,5,5,5,5,0,0,0,0,16,17,5,1,13,2,2,27,35,6,9,0,0,33,20,11,18,2,1,51%,49%,1,2,BOLOGNA,2015-16,5,8,2,4,0,1,0,0,3,4,3,2,1,3,0,0
4,5,2,2,8,5,3,5,7,8,BOLOGNA,away,5,6,5,5,5,5,0,0,0,0,17,16,1,5,13,2,2,35,27,9,6,0,0,20,33,18,11,1,2,49%,51%,2,1,ROMA,2015-16,8,5,4,2,1,0,0,0,4,3,2,3,3,1,0,0
2,2,3,1,8,4,9,1,5,3,MILAN,home,1,1,3,1,7,3,0,0,0,0,16,15,2,0,13,1,0,11,16,5,4,0,0,28,34,23,20,2,4,54%,46%,0,0,JUVENTUS,2015-16,14,6,9,4,0,0,0,1,5,2,1,0,1,0,0,0
2,2,1,3,4,8,1,9,3,5,JUVENTUS,away,1,1,1,3,3,7,0,0,0,0,15,16,0,2,13,0,1,16,11,4,5,0,0,34,28,20,23,4,2,46%,54%,0,0,MILAN,2015-16,6,14,4,9,0,0,1,0,2,5,0,1,0,1,0,0
3,2,0,7,0,2,1,0,5,29,NAPOLI,home,0,0,3,6,2,5,0,0,0,0,9,6,3,4,13,0,2,28,6,3,13,0,0,31,39,16,13,8,3,33%,67%,0,0,HELLAS VERONA,2015-16,4,20,1,10,0,0,0,0,3,10,2,7,0,0,1,0
2,3,7,0,2,0,0,1,29,5,HELLAS VERONA,away,0,0,6,3,5,2,0,0,0,0,6,9,4,3,13,2,0,6,28,13,3,0,0,39,31,13,16,3,8,67%,33%,0,0,NAPOLI,2015-16,20,4,10,1,0,0,0,0,10,3,7,2,0,0,0,1
2,1,1,1,1,3,4,3,7,7,TORINO,home,0,0,10,3,4,4,0,0,0,0,22,13,1,4,13,0,1,2,6,3,6,0,2,24,29,29,23,2,1,52%,48%,0,0,ATALANTA,2015-16,6,10,5,5,1,1,1,0,1,5,0,4,0,0,0,1
1,2,1,1,3,1,3,4,7,7,ATALANTA,away,0,0,3,10,4,4,0,0,0,0,13,22,4,1,13,1,0,6,2,6,3,2,0,29,24,23,29,1,2,48%,52%,0,0,TORINO,2015-16,10,6,5,5,1,1,0,1,5,1,4,0,0,0,1,0
4,3,1,1,14,5,12,7,20,10,CHIEVOVERONA,home,0,2,9,5,12,2,0,0,0,0,19,15,2,3,13,1,2,19,20,6,4,1,0,31,29,22,17,1,4,53%,47%,0,0,CARPI,2015-16,10,8,5,5,0,0,0,0,5,3,2,3,0,0,0,1
3,4,1,1,5,14,7,12,10,20,CARPI,away,2,0,5,9,2,12,0,0,0,0,15,19,3,2,13,2,1,20,19,4,6,0,1,29,31,17,22,4,1,47%,53%,0,0,CHIEVOVERONA,2015-16,8,10,5,5,0,0,0,0,3,5,3,2,0,0,1,0
5,3,2,1,1,0,0,0,7,3,EMPOLI,home,2,0,6,3,10,1,0,0,0,0,10,19,2,3,13,2,2,13,15,8,7,1,0,45,17,16,25,3,2,61%,39%,0,0,FIORENTINA,2015-16,12,10,7,5,0,0,0,0,5,5,3,3,0,0,0,0
3,5,1,2,0,1,0,0,3,7,FIORENTINA,away,0,2,3,6,1,10,0,0,0,0,19,10,3,2,13,2,2,15,13,7,8,0,1,17,45,25,16,2,3,39%,61%,0,0,EMPOLI,2015-16,10,12,5,7,0,0,0,0,5,5,3,3,0,0,0,0
3,0,1,0,5,4,1,2,6,4,SASSUOLO,home,0,0,6,6,12,7,0,0,1,1,15,20,1,5,13,2,1,18,13,2,2,0,0,8,14,8,3,3,1,44%,56%,0,0,GENOA,2015-16,11,4,8,1,0,0,0,0,3,3,2,2,0,0,0,0
0,3,0,1,4,5,2,1,4,6,GENOA,away,0,0,6,6,7,12,0,0,1,1,20,15,5,1,13,1,2,13,18,2,2,0,0,14,8,3,8,1,3,56%,44%,0,0,SASSUOLO,2015-16,4,11,1,8,0,0,0,0,3,3,2,2,0,0,0,0
3,3,1,4,1,0,2,1,11,8,PALERMO,home,1,0,10,2,9,1,0,0,0,0,15,18,1,1,13,1,1,8,31,8,6,0,0,30,23,22,22,7,2,60%,40%,1,0,LAZIO,2015-16,13,8,10,0,1,0,0,0,3,8,2,4,1,1,1,0
3,3,4,1,0,1,1,2,8,11,LAZIO,away,0,1,2,10,1,9,0,0,0,0,18,15,1,1,13,1,1,31,8,6,8,0,0,23,30,22,22,2,7,40%,60%,0,1,PALERMO,2015-16,8,13,0,10,0,1,0,0,8,3,4,2,1,1,0,1
3,1,2,1,6,4,7,3,11,8,SAMPDORIA,home,2,0,6,1,8,5,0,0,0,1,10,17,1,1,13,1,0,17,14,3,5,0,0,23,31,19,8,1,4,39%,61%,0,0,UDINESE,2015-16,10,7,5,6,0,0,0,0,5,1,3,1,0,0,0,0
1,3,1,2,4,6,3,7,8,11,UDINESE,away,0,2,1,6,5,8,0,0,1,0,17,10,1,1,13,0,1,14,17,5,3,0,0,31,23,8,19,4,1,61%,39%,0,0,SAMPDORIA,2015-16,7,10,6,5,0,0,0,0,1,5,1,3,0,0,0,0
1,3,5,0,11,3,10,2,9,4,FROSINONE,home,4,1,6,7,11,7,0,0,0,0,16,13,0,2,13,4,0,17,19,10,2,1,0,29,24,19,17,4,5,61%,39%,0,0,INTER,2015-16,16,9,6,5,0,0,0,1,10,4,6,1,0,0,0,0
3,1,0,5,3,11,2,10,4,9,INTER,away,1,4,7,6,7,11,0,0,0,0,13,16,2,0,13,0,4,19,17,2,10,0,1,24,29,17,19,5,4,39%,61%,0,0,FROSINONE,2015-16,9,16,5,6,0,0,1,0,4,10,1,6,0,0,0,0
0,1,0,0,12,3,8,2,16,5,BOLOGNA,home,0,0,7,2,10,0,0,0,0,0,10,8,4,2,14,2,0,29,16,6,2,1,0,38,37,35,15,0,5,59%,41%,0,0,TORINO,2015-16,10,3,2,3,0,0,0,0,8,0,5,0,0,0,0,0
1,0,0,0,3,12,2,8,5,16,TORINO,away,0,0,2,7,0,10,0,0,0,0,8,10,2,4,14,0,2,16,29,2,6,0,1,37,38,15,35,5,0,41%,59%,0,0,BOLOGNA,2015-16,3,10,3,2,0,0,0,0,0,8,0,5,0,0,0,0
1,2,6,0,9,7,7,6,12,4,SAMPDORIA,home,3,2,4,2,10,3,0,0,0,0,14,18,4,0,14,4,1,19,10,16,3,0,0,26,38,27,21,1,6,57%,43%,1,1,MILAN,2015-16,19,5,9,3,1,1,0,1,10,2,8,1,1,1,0,0
2,1,0,6,7,9,6,7,4,12,MILAN,away,2,3,2,4,3,10,0,0,0,0,18,14,0,4,14,1,4,10,19,3,16,0,0,38,26,21,27,6,1,43%,57%,1,1,SAMPDORIA,2015-16,5,19,3,9,1,1,1,0,2,10,1,8,1,1,0,0
5,2,2,4,2,6,2,5,8,11,UDINESE,home,0,1,3,6,8,11,0,0,0,0,16,15,1,4,14,2,3,16,17,8,7,2,1,22,24,6,11,3,5,41%,59%,0,0,CHIEVOVERONA,2015-16,11,10,2,4,0,0,0,0,9,6,5,5,1,1,0,0
2,5,4,2,6,2,5,2,11,8,CHIEVOVERONA,away,1,0,6,3,11,8,0,0,0,0,15,16,4,1,14,3,2,17,16,7,8,1,2,24,22,11,6,5,3,59%,41%,0,0,UDINESE,2015-16,10,11,4,2,0,0,0,0,6,9,5,5,1,1,0,0
1,4,2,0,3,7,6,2,4,5,HELLAS VERONA,home,3,1,6,4,4,9,0,0,0,1,22,24,1,2,14,3,2,20,24,6,7,0,0,22,19,14,14,6,3,41%,59%,1,0,FROSINONE,2015-16,11,13,5,5,0,0,0,0,6,8,5,5,1,1,0,3
4,1,0,2,7,3,2,6,5,4,FROSINONE,away,1,3,4,6,9,4,0,0,1,0,24,22,2,1,14,2,3,24,20,7,6,0,0,19,22,14,14,3,6,59%,41%,0,1,HELLAS VERONA,2015-16,13,11,5,5,0,0,0,0,8,6,5,5,1,1,3,0
0,3,0,2,0,3,1,2,7,10,CARPI,home,0,2,9,7,1,4,0,0,1,0,14,8,3,2,14,1,2,20,18,5,8,0,0,22,23,23,26,2,3,55%,45%,0,0,GENOA,2015-16,8,11,4,7,1,0,1,1,4,4,3,4,1,0,0,0
3,0,2,0,3,0,2,1,10,7,GENOA,away,2,0,7,9,4,1,0,0,0,1,8,14,2,3,14,2,1,18,20,8,5,0,0,23,22,26,23,3,2,45%,55%,0,0,CARPI,2015-16,11,8,7,4,0,1,1,1,4,4,4,3,0,1,0,0
1,2,1,1,7,1,1,1,6,5,ATALANTA,home,0,0,9,3,4,4,0,2,1,0,18,22,2,4,14,0,2,8,10,5,3,0,0,26,23,20,21,1,2,57%,43%,0,1,ROMA,2015-16,8,4,6,1,0,0,0,0,2,3,1,2,0,1,0,0
2,1,1,1,1,7,1,1,5,6,ROMA,away,0,0,3,9,4,4,2,0,0,1,22,18,4,2,14,2,0,10,8,3,5,0,0,23,26,21,20,2,1,43%,57%,1,0,ATALANTA,2015-16,4,8,1,6,0,0,0,0,3,2,2,1,1,0,0,0
