Ammonizioni,Ammonizioni avversario,Assist Totali,Assist Totali avversario,Attacchi a destra,Attacchi a destra avversario,Attacchi a sinistra,Attacchi a sinistra avversario,Attacchi centrali,Attacchi centrali avversario,Avversaria,Campo,Contropiede,Contropiede avversario,Corner,Corner avversario,Cross,Cross avversario,Doppie ammonizioni,Doppie ammonizioni avversario,Espulsioni,Espulsioni avversario,Falli subiti,Falli subiti avversario,Fuorigioco,Fuorigioco avversario,Giornata,Gol segnati,Gol subiti,Lanci lunghi,Lanci lunghi avversario,Occasioni da gol,Occasioni da gol avversario,Pali,Pali avversario,Palle perse,Palle perse avversario,Palle recuperate,Palle recuperate avversario,Parate,Parate avversario,Possesso palla,Possesso palla avversario,Rigori,Rigori avversario,Squadra,Stagione,Tiri Totali,Tiri Totali avversario,Tiri fuori,Tiri fuori avversario,Tiri fuori da punizione,Tiri fuori da punizione avversario,Tiri fuori su azione da palla inattiva,Tiri fuori su azione da palla inattiva avversario,Tiri in porta,Tiri in porta avversario,Tiri in porta da area,Tiri in porta da area avversario,Tiri in porta da punizione,Tiri in porta da punizione avversario,Tiri in porta su azione da palla inattiva,Tiri in porta su azione da palla inattiva avversario
3,3,0,7,3,6,5,9,4,14,INTER,away,0,0,7,9,6,11,0,0,0,0,16,18,1,5,19,1,0,7,15,8,13,0,0,40,40,19,21,6,5,44%,56%,1,0,SASSUOLO,2015-16,9,16,3,9,1,0,0,1,6,7,4,4,3,0,0,0
2,2,1,2,1,5,4,4,10,6,GENOA,home,0,2,4,5,9,8,0,0,0,0,16,12,1,2,19,0,2,6,22,4,7,0,1,36,33,31,26,0,2,52%,48%,0,0,ATALANTA,2015-16,7,11,5,8,0,1,1,0,2,3,1,2,0,0,0,0
2,2,2,1,5,1,4,4,6,10,ATALANTA,away,2,0,5,4,8,9,0,0,0,0,12,16,2,1,19,2,0,22,6,7,4,1,0,33,36,26,31,2,0,48%,52%,0,0,GENOA,2015-16,11,7,8,5,1,0,0,1,3,2,2,1,0,0,0,0
2,2,0,0,7,6,7,6,15,9,CHIEVOVERONA,home,0,0,5,4,7,5,0,0,0,0,13,21,0,2,19,0,1,20,40,10,5,0,0,42,33,32,31,1,3,56%,44%,1,0,BOLOGNA,2015-16,11,5,8,3,0,1,8,2,3,2,2,2,1,0,2,1
2,2,0,0,6,7,6,7,9,15,BOLOGNA,away,0,0,4,5,5,7,0,0,0,0,21,13,2,0,19,1,0,40,20,5,10,0,0,33,42,31,32,3,1,44%,56%,0,1,CHIEVOVERONA,2015-16,5,11,3,8,1,0,2,8,2,3,2,2,0,1,1,2
2,1,2,2,0,4,0,5,7,20,NAPOLI,home,0,0,3,9,1,6,0,0,0,0,10,11,4,1,19,1,5,20,10,5,10,0,0,26,39,26,18,4,3,33%,67%,0,1,FROSINONE,2015-16,8,16,4,7,1,0,0,0,4,9,2,5,0,1,1,1
1,2,2,2,4,0,5,0,20,7,FROSINONE,away,0,0,9,3,6,1,0,0,0,0,11,10,1,4,19,5,1,10,20,10,5,0,0,39,26,18,26,3,4,67%,33%,1,0,NAPOLI,2015-16,16,8,7,4,0,1,0,0,9,4,5,2,1,0,1,1
2,4,2,1,7,6,9,4,22,6,PALERMO,home,0,2,10,3,17,8,0,0,0,0,22,10,0,2,19,0,1,10,22,12,6,0,0,38,27,13,14,2,10,59%,41%,0,0,HELLAS VERONA,2015-16,22,5,12,2,0,0,0,0,10,3,8,3,0,0,0,0
4,2,1,2,6,7,4,9,6,22,HELLAS VERONA,away,2,0,3,10,8,17,0,0,0,0,10,22,2,0,19,1,0,22,10,6,12,0,0,27,38,14,13,10,2,41%,59%,0,0,PALERMO,2015-16,5,22,2,12,0,0,0,0,3,10,3,8,0,0,0,0
3,6,2,2,4,2,3,1,19,11,EMPOLI,home,0,1,7,1,8,1,0,0,0,0,22,20,6,3,19,0,1,11,9,10,10,0,1,18,39,24,15,3,8,50%,50%,0,0,TORINO,2015-16,13,10,5,5,0,1,0,0,8,5,5,3,1,1,0,0
6,3,2,2,2,4,1,3,11,19,TORINO,away,1,0,1,7,1,8,0,0,0,0,20,22,3,6,19,1,0,9,11,10,10,1,0,39,18,15,24,8,3,50%,50%,0,0,EMPOLI,2015-16,10,13,5,5,1,0,0,0,5,8,3,5,1,1,0,0
2,4,0,1,3,3,1,3,6,6,JUVENTUS,home,0,3,5,8,7,7,0,0,1,0,13,16,1,1,19,1,2,18,18,4,6,0,0,31,30,21,20,5,1,46%,54%,0,0,SAMPDORIA,2015-16,7,11,5,4,0,0,1,0,2,7,2,2,0,1,0,0
4,2,1,0,3,3,3,1,6,6,SAMPDORIA,away,3,0,8,5,7,7,0,0,0,1,16,13,1,1,19,2,1,18,18,6,4,0,0,30,31,20,21,1,5,54%,46%,0,0,JUVENTUS,2015-16,11,7,4,5,0,0,0,1,7,2,2,2,1,0,0,0
4,5,3,1,7,8,9,9,10,12,INTER,home,0,0,8,8,9,3,0,0,0,0,17,13,4,1,20,1,1,25,14,13,5,0,0,22,39,26,16,2,5,48%,52%,0,0,ATALANTA,2015-16,13,9,8,7,1,0,0,1,5,2,5,0,0,0,0,0
5,4,1,3,8,7,9,9,12,10,ATALANTA,away,0,0,8,8,3,9,0,0,0,0,13,17,1,4,20,1,1,14,25,5,13,0,0,39,22,16,26,5,2,52%,48%,0,0,INTER,2015-16,9,13,7,8,0,1,1,0,2,5,0,5,0,0,0,0
1,1,3,2,14,3,4,4,11,16,FROSINONE,home,2,0,6,7,7,5,0,0,0,0,12,14,1,1,20,4,2,18,11,12,11,0,0,34,35,32,22,4,4,56%,44%,1,0,TORINO,2015-16,12,12,4,7,1,1,3,6,8,5,6,3,1,0,7,5
1,1,2,3,3,14,4,4,16,11,TORINO,away,0,2,7,6,5,7,0,0,0,0,14,12,1,1,20,2,4,11,18,11,12,0,0,35,34,22,32,4,4,44%,56%,0,1,FROSINONE,2015-16,12,12,7,4,1,1,6,3,5,8,3,6,0,1,5,7
0,1,2,0,5,4,11,5,6,3,SASSUOLO,home,3,0,3,5,8,11,0,0,0,0,15,9,4,2,20,3,1,13,24,10,4,0,0,28,30,23,17,3,3,61%,39%,0,1,NAPOLI,2015-16,13,5,7,1,0,0,0,0,6,4,3,2,0,1,0,0
1,0,0,2,4,5,5,11,3,6,NAPOLI,away,0,3,5,3,11,8,0,0,0,0,9,15,2,4,20,1,3,24,13,4,10,0,0,30,28,17,23,3,3,39%,61%,1,0,SASSUOLO,2015-16,5,13,1,7,0,0,0,0,4,6,2,3,1,0,0,0
2,2,7,0,7,0,5,2,12,7,PALERMO,home,0,1,1,2,12,2,0,1,0,0,19,14,3,0,20,4,0,16,17,13,1,0,0,30,33,28,24,2,7,58%,42%,0,0,GENOA,2015-16,17,5,6,3,0,0,0,0,11,2,10,1,0,0,0,0
2,2,0,7,0,7,2,5,7,12,GENOA,away,1,0,2,1,2,12,1,0,0,0,14,19,0,3,20,0,4,17,16,1,13,0,0,33,30,24,28,7,2,42%,58%,0,0,PALERMO,2015-16,5,17,3,6,0,0,0,0,2,11,1,10,0,0,0,0
1,2,1,1,0,6,5,10,7,9,LAZIO,home,0,0,2,7,4,14,0,0,1,0,13,10,1,3,20,2,2,27,14,4,8,0,0,27,19,23,19,1,1,39%,61%,0,1,BOLOGNA,2015-16,6,8,3,5,0,0,0,0,3,3,1,3,1,2,0,0
2,1,1,1,6,0,10,5,9,7,BOLOGNA,away,0,0,7,2,14,4,0,0,0,1,10,13,3,1,20,2,2,14,27,8,4,0,0,19,27,19,23,1,1,61%,39%,1,0,LAZIO,2015-16,8,6,5,3,0,0,0,0,3,3,3,1,2,1,0,0
1,1,2,7,2,2,5,2,14,18,SAMPDORIA,home,3,2,2,4,2,6,1,0,0,0,14,25,1,4,20,2,1,20,14,7,8,0,2,24,38,16,16,3,5,39%,61%,1,0,CARPI,2015-16,8,9,1,3,0,0,0,0,7,6,6,4,1,1,0,0
1,1,7,2,2,2,2,5,18,14,CARPI,away,2,3,4,2,6,2,0,1,0,0,25,14,4,1,20,1,2,14,20,8,7,2,0,38,24,16,16,5,3,61%,39%,0,1,SAMPDORIA,2015-16,9,8,3,1,0,0,0,0,6,7,4,6,1,1,0,0
3,3,1,2,6,4,4,5,17,13,EMPOLI,home,0,0,3,6,6,0,0,0,0,0,15,18,7,1,20,1,1,29,15,14,10,0,0,37,38,34,34,4,4,37%,63%,0,0,CHIEVOVERONA,2015-16,14,10,9,5,0,0,9,5,5,5,1,3,0,0,5,5
3,3,2,1,4,6,5,4,13,17,CHIEVOVERONA,away,0,0,6,3,0,6,0,0,0,0,18,15,1,7,20,1,1,15,29,10,14,0,0,38,37,34,34,4,4,63%,37%,0,0,EMPOLI,2015-16,10,14,5,9,0,0,5,9,5,5,3,1,0,0,5,5
0,2,5,0,14,10,10,3,15,4,HELLAS VERONA,home,0,0,8,2,10,4,0,0,0,0,15,14,4,1,20,1,1,14,37,11,6,2,1,24,27,17,12,3,3,64%,36%,0,1,ROMA,2015-16,14,6,9,1,1,0,0,0,5,5,4,5,0,1,0,0
2,0,0,5,10,14,3,10,4,15,ROMA,away,0,0,2,8,4,10,0,0,0,0,14,15,1,4,20,1,1,37,14,6,11,1,2,27,24,12,17,3,3,36%,64%,1,0,HELLAS VERONA,2015-16,6,14,1,9,0,1,0,0,5,5,5,4,1,0,0,0
1,1,0,3,2,8,3,7,2,4,JUVENTUS,home,1,1,3,4,6,8,0,0,1,0,12,7,3,3,20,0,4,16,3,3,11,0,0,25,17,12,21,5,3,42%,58%,0,1,UDINESE,2015-16,8,11,5,2,0,1,1,0,3,9,1,6,1,2,0,0
1,1,3,0,8,2,7,3,4,2,UDINESE,away,1,1,4,3,8,6,0,0,0,1,7,12,3,3,20,4,0,3,16,11,3,0,0,17,25,21,12,3,5,58%,42%,1,0,JUVENTUS,2015-16,11,8,2,5,1,0,0,1,9,3,6,1,2,1,0,0
2,4,1,0,2,5,4,8,5,7,FIORENTINA,home,0,0,4,10,1,9,0,0,0,0,17,20,8,2,20,2,0,19,16,5,7,1,0,39,43,24,11,1,1,39%,61%,0,0,MILAN,2015-16,5,8,1,7,0,0,0,1,4,1,4,1,0,0,0,1
4,2,0,1,5,2,8,4,7,5,MILAN,away,0,0,10,4,9,1,0,0,0,0,20,17,2,8,20,0,2,16,19,7,5,0,1,43,39,11,24,1,1,61%,39%,0,0,FIORENTINA,2015-16,8,5,7,1,0,0,1,0,1,4,1,4,0,0,1,0
2,1,1,4,16,9,3,7,18,13,ATALANTA,home,0,1,5,1,7,7,0,0,0,0,17,13,8,2,21,0,0,40,32,6,7,0,0,27,33,26,22,3,3,44%,56%,0,0,FROSINONE,2015-16,8,11,5,8,0,0,0,0,3,3,3,3,0,0,0,0
1,2,4,1,9,16,7,3,13,18,FROSINONE,away,1,0,1,5,7,7,0,0,0,0,13,17,2,8,21,0,0,32,40,7,6,0,0,33,27,22,26,3,3,56%,44%,0,0,ATALANTA,2015-16,11,8,8,5,0,0,0,0,3,3,3,3,0,0,0,0
2,4,2,1,4,6,3,2,16,7,MILAN,home,0,0,2,3,4,5,0,0,0,0,21,11,2,2,21,2,2,9,20,6,8,0,0,46,44,13,31,4,4,57%,43%,0,0,EMPOLI,2015-16,10,9,4,3,0,1,0,0,6,6,4,4,0,1,0,0
4,2,1,2,6,4,2,3,7,16,EMPOLI,away,0,0,3,2,5,4,0,0,0,0,11,21,2,2,21,2,2,20,9,8,6,0,0,44,46,31,13,4,4,43%,57%,0,0,MILAN,2015-16,9,10,3,4,1,0,0,0,6,6,4,4,1,0,0,0
1,4,2,0,1,4,4,5,8,7,TORINO,home,0,0,3,8,2,6,0,0,0,0,21,13,1,3,21,2,0,13,6,4,2,0,0,31,25,11,15,2,0,53%,47%,0,0,FIORENTINA,2015-16,7,6,5,4,0,0,0,0,2,2,1,2,0,0,1,0
4,1,0,2,4,1,5,4,7,8,FIORENTINA,away,0,0,8,3,6,2,0,0,0,0,13,21,3,1,21,0,2,6,13,2,4,0,0,25,31,15,11,0,2,47%,53%,0,0,TORINO,2015-16,6,7,4,5,0,0,0,0,2,2,2,1,0,0,0,1
2,2,4,1,9,3,3,5,14,7,GENOA,home,0,0,3,3,9,7,0,0,0,0,18,16,0,4,21,1,1,47,20,11,8,0,0,36,35,18,26,3,7,49%,51%,0,0,HELLAS VERONA,2015-16,12,10,4,6,0,0,0,0,8,4,6,2,0,1,0,0
2,2,1,4,3,9,5,3,7,14,HELLAS VERONA,away,0,0,3,3,7,9,0,0,0,0,16,18,4,0,21,1,1,20,47,8,11,0,0,35,36,26,18,7,3,51%,49%,0,0,GENOA,2015-16,10,12,6,4,0,0,0,0,4,8,2,6,1,0,0,0
3,3,1,1,3,3,8,3,18,12,CARPI,home,2,3,7,6,5,2,0,1,0,0,17,8,3,4,21,1,1,5,13,12,7,1,0,41,23,10,15,3,6,63%,37%,0,0,INTER,2015-16,12,6,4,2,0,0,0,0,8,4,5,4,0,0,0,0
3,3,1,1,3,3,3,8,12,18,INTER,away,3,2,6,7,2,5,1,0,0,0,8,17,4,3,21,1,1,13,5,7,12,0,1,23,41,15,10,6,3,37%,63%,0,0,CARPI,2015-16,6,12,2,4,0,0,0,0,4,8,4,5,0,0,0,0
2,0,6,2,6,1,6,0,12,6,CHIEVOVERONA,home,0,0,8,5,12,3,0,1,1,0,7,14,1,4,21,4,1,4,4,24,7,1,0,31,26,21,25,4,4,59%,41%,1,1,LAZIO,2015-16,21,7,12,2,1,1,1,0,9,5,7,4,1,1,0,1
0,2,2,6,1,6,0,6,6,12,LAZIO,away,0,0,5,8,3,12,1,0,0,1,14,7,4,1,21,1,4,4,4,7,24,0,1,26,31,25,21,4,4,41%,59%,1,1,CHIEVOVERONA,2015-16,7,21,2,12,1,1,0,1,5,9,4,7,1,1,1,0
2,3,4,1,5,13,3,9,18,20,UDINESE,home,1,2,7,7,5,14,0,0,0,0,5,8,0,1,21,4,1,31,17,14,16,0,0,43,43,36,36,7,4,48%,52%,0,0,PALERMO,2015-16,14,16,6,8,0,1,6,6,8,8,5,4,1,0,3,7
3,2,1,4,13,5,9,3,20,18,PALERMO,away,2,1,7,7,14,5,0,0,0,0,8,5,1,0,21,1,4,17,31,16,14,0,0,43,43,36,36,4,7,52%,48%,0,0,UDINESE,2015-16,16,14,8,6,1,0,6,6,8,8,4,5,0,1,7,3
1,1,1,3,3,4,3,5,10,15,NAPOLI,home,0,0,7,3,4,1,1,0,0,0,10,12,4,2,21,2,4,25,7,5,14,0,0,40,41,15,14,5,4,44%,56%,0,1,SAMPDORIA,2015-16,7,18,1,9,0,2,0,1,6,9,4,9,0,1,0,0
1,1,3,1,4,3,5,3,15,10,SAMPDORIA,away,0,0,3,7,1,4,0,1,0,0,12,10,2,4,21,4,2,7,25,14,5,0,0,41,40,14,15,4,5,56%,44%,1,0,NAPOLI,2015-16,18,7,9,1,2,0,1,0,9,6,9,4,1,0,0,0
0,2,0,3,4,3,7,4,6,11,BOLOGNA,home,1,0,4,5,9,6,0,0,0,0,13,8,2,3,21,0,2,20,34,5,9,0,0,24,29,23,21,5,2,53%,47%,0,0,SASSUOLO,2015-16,8,12,6,5,0,0,0,1,2,7,1,4,0,0,0,1
2,0,3,0,3,4,4,7,11,6,SASSUOLO,away,0,1,5,4,6,9,0,0,0,0,8,13,3,2,21,2,0,34,20,9,5,0,0,29,24,21,23,2,5,47%,53%,0,0,BOLOGNA,2015-16,12,8,5,6,0,0,1,0,7,2,4,1,0,0,1,0
2,4,2,0,4,0,9,2,5,2,ROMA,home,1,1,1,2,9,2,0,0,0,0,16,8,4,1,21,1,0,8,27,6,2,0,0,31,31,25,18,1,6,54%,46%,0,0,JUVENTUS,2015-16,10,3,3,2,0,1,0,0,7,1,3,0,1,0,0,0
4,2,0,2,0,4,2,9,2,5,JUVENTUS,away,1,1,2,1,2,9,0,0,0,0,8,16,1,4,21,0,1,27,8,2,6,0,0,31,31,18,25,6,1,46%,54%,0,0,ROMA,2015-16,3,10,2,3,1,0,0,0,1,7,0,3,0,1,0,0
2,3,1,2,3,5,6,2,16,11,PALERMO,home,0,0,7,4,5,5,0,0,0,0,13,20,1,5,22,1,1,19,27,8,6,0,0,45,39,26,15,3,4,43%,57%,1,0,CARPI,2015-16,10,7,5,3,0,0,0,0,5,4,4,2,1,2,1,0
3,2,2,1,5,3,2,6,11,16,CARPI,away,0,0,4,7,5,5,0,0,0,0,20,13,5,1,22,1,1,27,19,6,8,0,0,39,45,15,26,4,3,57%,43%,0,1,PALERMO,2015-16,7,10,3,5,0,0,0,0,4,5,2,4,2,1,0,1
2,4,2,1,3,7,7,9,9,11,SASSUOLO,home,0,1,3,5,8,9,0,0,0,0,11,22,3,3,22,1,1,26,24,6,7,0,0,37,36,34,36,0,4,45%,55%,1,0,ATALANTA,2015-16,6,7,1,6,0,1,0,4,5,1,4,1,1,0,3,0
4,2,1,2,7,3,9,7,11,9,ATALANTA,away,1,0,5,3,9,8,0,0,0,0,22,11,3,3,22,1,1,24,26,7,6,0,0,36,37,36,34,4,0,55%,45%,0,1,SASSUOLO,2015-16,7,6,6,1,1,0,4,0,1,5,1,4,0,1,0,3
1,2,2,1,4,2,5,5,10,10,FROSINONE,home,1,0,10,8,3,3,0,0,0,0,13,16,0,4,22,3,1,11,21,7,3,0,0,27,21,14,19,3,3,63%,37%,0,0,ROMA,2015-16,12,8,6,4,0,1,1,1,6,4,4,3,0,0,0,1
2,1,1,2,2,4,5,5,10,10,ROMA,away,0,1,8,10,3,3,0,0,0,0,16,13,4,0,22,1,3,21,11,3,7,0,0,21,27,19,14,3,3,37%,63%,0,0,FROSINONE,2015-16,8,12,4,6,1,0,1,1,4,6,3,4,0,0,1,0
3,2,0,6,3,11,2,11,5,9,JUVENTUS,home,1,2,0,4,3,8,0,0,0,0,6,11,2,1,22,0,4,14,4,2,13,0,2,31,32,21,25,6,2,28%,72%,0,0,CHIEVOVERONA,2015-16,6,26,4,14,0,1,0,0,2,12,1,8,0,0,0,0
2,3,6,0,11,3,11,2,9,5,CHIEVOVERONA,away,2,1,4,0,8,3,0,0,0,0,11,6,1,2,22,4,0,4,14,13,2,2,0,32,31,25,21,2,6,72%,28%,0,0,JUVENTUS,2015-16,26,6,14,4,1,0,0,0,12,2,8,1,0,0,0,0
3,5,3,3,4,5,3,3,7,16,SAMPDORIA,home,0,1,3,4,3,4,0,0,0,0,9,12,2,1,22,3,2,14,9,4,6,1,0,28,38,16,13,3,2,47%,53%,1,0,BOLOGNA,2015-16,6,11,0,6,0,0,0,0,6,5,5,2,1,2,0,0
5,3,3,3,5,4,3,3,16,7,BOLOGNA,away,1,0,4,3,4,3,0,0,0,0,12,9,1,2,22,2,3,9,14,6,4,0,1,38,28,13,16,2,3,53%,47%,0,1,SAMPDORIA,2015-16,11,6,6,0,0,0,0,0,5,6,2,5,2,1,0,0
2,3,1,1,8,8,7,3,4,4,FIORENTINA,home,2,3,7,6,17,7,0,0,0,0,15,10,4,1,22,0,0,18,13,7,4,1,0,30,32,26,24,3,3,44%,56%,0,0,GENOA,2015-16,10,7,6,4,0,0,1,0,4,3,3,1,0,0,0,0
3,2,1,1,8,8,3,7,4,4,GENOA,away,3,2,6,7,7,17,0,0,0,0,10,15,1,4,22,0,0,13,18,4,7,0,1,32,30,24,26,3,3,56%,44%,0,0,FIORENTINA,2015-16,7,10,4,6,0,0,0,1,3,4,1,3,0,0,0,0
3,3,7,0,12,3,9,6,22,9,EMPOLI,home,0,0,4,3,2,2,0,0,0,0,13,9,3,1,22,5,1,14,17,13,2,0,0,21,38,26,16,1,2,64%,36%,0,0,NAPOLI,2015-16,16,5,10,3,0,0,1,1,6,2,5,0,1,1,0,0
3,3,0,7,3,12,6,9,9,22,NAPOLI,away,0,0,3,4,2,2,0,0,0,0,9,13,1,3,22,1,5,17,14,2,13,0,0,38,21,16,26,2,1,36%,64%,0,0,EMPOLI,2015-16,5,16,3,10,0,0,1,1,2,6,0,5,1,1,0,0
0,4,2,2,4,2,3,1,11,6,HELLAS VERONA,home,2,0,5,2,14,9,0,0,0,0,17,12,3,0,22,0,0,7,21,7,5,0,0,31,25,16,16,3,4,55%,45%,0,0,TORINO,2015-16,10,8,6,5,0,0,0,0,4,3,1,2,0,0,0,0
4,0,2,2,2,4,1,3,6,11,TORINO,away,0,2,2,5,9,14,0,0,0,0,12,17,0,3,22,0,0,21,7,5,7,0,0,25,31,16,16,4,3,45%,55%,0,0,HELLAS VERONA,2015-16,8,10,5,6,0,0,0,0,3,4,2,1,0,0,0,0
2,4,1,1,2,11,2,5,7,8,LAZIO,home,0,0,5,5,4,13,1,0,0,1,13,7,7,3,22,0,0,29,3,3,7,0,0,21,29,22,20,2,1,39%,61%,0,0,UDINESE,2015-16,5,10,4,8,0,0,2,0,1,2,1,2,0,0,0,1
4,2,1,1,11,2,5,2,8,7,UDINESE,away,0,0,5,5,13,4,0,1,1,0,7,13,3,7,22,0,0,3,29,7,3,0,0,29,21,20,22,1,2,61%,39%,0,0,LAZIO,2015-16,10,5,8,4,0,0,0,2,2,1,2,1,0,0,1,0
3,1,1,0,9,10,2,3,6,6,INTER,home,0,0,5,6,7,11,0,0,0,0,14,17,2,0,22,3,0,12,15,8,6,0,1,43,44,21,16,3,2,55%,45%,0,1,MILAN,2015-16,10,9,5,5,1,0,0,1,5,4,5,2,0,1,0,0
1,3,0,1,10,9,3,2,6,6,MILAN,away,0,0,6,5,11,7,0,0,0,0,17,14,0,2,22,0,3,15,12,6,8,1,0,44,43,16,21,2,3,45%,55%,1,0,INTER,2015-16,9,10,5,5,0,1,1,0,4,5,2,5,1,0,0,0
1,2,0,2,5,9,9,6,5,5,ROMA,home,1,3,8,7,6,1,0,1,0,0,13,11,5,2,23,0,2,4,8,4,5,1,0,33,17,12,22,3,5,48%,52%,1,0,SASSUOLO,2015-16,9,8,3,3,1,0,0,0,6,5,3,2,1,0,0,0
2,1,2,0,9,5,6,9,5,5,SASSUOLO,away,3,1,7,8,1,6,1,0,0,0,11,13,2,5,23,2,0,8,4,5,4,0,1,17,33,22,12,5,3,52%,48%,0,1,ROMA,2015-16,8,9,3,3,0,1,0,0,5,6,2,3,0,1,0,0
2,4,4,6,8,7,3,7,12,14,BOLOGNA,home,0,0,7,4,6,9,0,1,0,0,12,15,2,1,23,1,0,24,23,10,5,0,0,18,41,18,15,5,5,41%,59%,1,0,FROSINONE,2015-16,15,9,9,4,0,1,1,0,6,5,3,4,1,1,0,0
4,2,6,4,7,8,7,3,14,12,FROSINONE,away,0,0,4,7,9,6,1,0,0,0,15,12,1,2,23,0,1,23,24,5,10,0,0,41,18,15,18,5,5,59%,41%,0,1,BOLOGNA,2015-16,9,15,4,9,1,0,0,1,5,6,4,3,1,1,0,0
3,6,2,2,6,1,2,2,8,4,UDINESE,home,1,2,6,3,6,5,0,0,0,0,19,10,3,3,23,1,1,1,17,11,5,0,0,31,28,15,21,3,3,61%,39%,1,0,EMPOLI,2015-16,13,7,9,3,1,0,1,0,4,4,3,3,2,1,0,0
6,3,2,2,1,6,2,2,4,8,EMPOLI,away,2,1,3,6,5,6,0,0,0,0,10,19,3,3,23,1,1,17,1,5,11,0,0,28,31,21,15,3,3,39%,61%,0,1,UDINESE,2015-16,7,13,3,9,0,1,0,1,4,4,3,3,1,2,0,0
5,3,1,1,7,7,2,5,19,9,CARPI,home,0,0,10,3,6,10,0,0,0,0,20,12,3,10,23,2,1,19,29,10,7,0,0,36,27,29,25,1,3,61%,39%,0,0,FIORENTINA,2015-16,10,6,5,4,1,0,4,4,5,2,2,1,0,0,3,1
3,5,1,1,7,7,5,2,9,19,FIORENTINA,away,0,0,3,10,10,6,0,0,0,0,12,20,10,3,23,1,2,29,19,7,10,0,0,27,36,25,29,3,1,39%,61%,0,0,CARPI,2015-16,6,10,4,5,0,1,4,4,2,5,1,2,0,0,1,3
2,3,4,2,9,2,3,4,10,10,ATALANTA,home,2,0,6,5,10,5,0,1,0,0,17,19,2,7,23,2,1,33,26,8,5,0,0,25,32,22,21,3,3,46%,54%,0,0,HELLAS VERONA,2015-16,14,10,9,6,1,0,0,0,5,4,5,2,0,0,1,0
3,2,2,4,2,9,4,3,10,10,HELLAS VERONA,away,0,2,5,6,5,10,1,0,0,0,19,17,7,2,23,1,2,26,33,5,8,0,0,32,25,21,22,3,3,54%,46%,0,0,ATALANTA,2015-16,10,14,6,9,0,1,0,0,4,5,2,5,0,0,0,1
3,5,3,0,8,3,7,4,20,7,CHIEVOVERONA,home,1,0,11,1,15,6,0,0,0,0,19,15,1,3,23,1,0,4,20,13,1,1,0,32,25,13,10,0,6,67%,33%,0,0,INTER,2015-16,18,1,10,1,1,0,0,0,8,0,7,0,0,0,0,0
5,3,0,3,3,8,4,7,7,20,INTER,away,0,1,1,11,6,15,0,0,0,0,15,19,3,1,23,0,1,20,4,1,13,0,1,25,32,10,13,6,0,33%,67%,0,0,CHIEVOVERONA,2015-16,1,18,1,10,0,1,0,0,0,8,0,7,0,0,0,0
1,3,1,0,2,3,1,3,13,2,GENOA,home,0,0,3,0,0,4,0,0,1,0,30,14,5,0,23,1,0,11,21,4,2,0,0,41,42,20,14,2,5,54%,46%,0,0,JUVENTUS,2015-16,10,4,5,2,1,0,0,0,5,2,1,0,0,0,0,0
3,1,0,1,3,2,3,1,2,13,JUVENTUS,away,0,0,0,3,4,0,0,0,0,1,14,30,0,5,23,0,1,21,11,2,4,0,0,42,41,14,20,5,2,46%,54%,0,0,GENOA,2015-16,4,10,2,5,0,1,0,0,2,5,0,1,0,0,0,0
4,2,2,2,4,3,6,4,4,4,NAPOLI,home,1,0,4,3,2,2,0,0,0,0,12,16,1,5,23,0,2,26,18,4,3,0,0,33,29,23,23,1,0,45%,55%,0,0,LAZIO,2015-16,8,7,8,4,0,1,2,0,0,3,0,3,0,0,0,0
2,4,2,2,3,4,4,6,4,4,LAZIO,away,0,1,3,4,2,2,0,0,0,0,16,12,5,1,23,2,0,18,26,3,4,0,0,29,33,23,23,0,1,55%,45%,0,0,NAPOLI,2015-16,7,8,4,8,1,0,0,2,3,0,3,0,0,0,0,0
3,0,1,3,9,9,7,12,10,12,MILAN,home,1,0,6,6,7,5,0,0,0,0,15,14,2,2,23,0,2,19,21,7,9,0,0,29,30,20,25,10,3,40%,60%,0,1,PALERMO,2015-16,9,16,6,4,0,0,0,0,3,12,1,6,1,1,1,2
0,3,3,1,9,9,12,7,12,10,PALERMO,away,0,1,6,6,5,7,0,0,0,0,14,15,2,2,23,2,0,21,19,9,7,0,0,30,29,25,20,3,10,60%,40%,1,0,MILAN,2015-16,16,9,4,6,0,0,0,0,12,3,6,1,1,1,2,1
3,3,1,2,2,6,5,6,6,8,TORINO,home,0,0,2,6,0,6,0,0,0,0,19,13,3,1,23,2,2,15,5,2,6,0,0,28,27,17,21,4,2,47%,53%,0,0,SAMPDORIA,2015-16,8,12,4,6,1,0,0,0,4,6,1,5,1,0,0,0
3,3,2,1,6,2,6,5,8,6,SAMPDORIA,away,0,0,6,2,6,0,0,0,0,0,13,19,1,3,23,2,2,5,15,6,2,0,0,27,28,21,17,2,4,53%,47%,0,0,TORINO,2015-16,12,8,6,4,0,1,0,0,6,4,5,1,0,1,0,0
2,2,5,3,1,4,8,2,17,10,FIORENTINA,home,0,0,8,4,1,3,0,1,0,0,9,11,5,5,24,1,1,19,23,9,6,0,0,38,31,20,17,3,6,49%,51%,0,0,BOLOGNA,2015-16,9,11,2,7,0,0,0,1,7,4,6,4,0,0,0,1
2,2,3,5,4,1,2,8,10,17,BOLOGNA,away,0,0,4,8,3,1,1,0,0,0,11,9,5,5,24,1,1,23,19,6,9,0,0,31,38,17,20,6,3,51%,49%,0,0,FIORENTINA,2015-16,11,9,7,2,0,0,1,0,4,7,4,6,0,0,1,0
