sea,gam,tea,opp,ven,gs,ga,yc,yc_o,ass,ass_o,rwa,rwa_o,lwa,lwa_o,ca,ca_o,cnt,cnt_o,cor,cor_o,cro,cro_o,dyc,dyc_o,rc,rc_o,fou_o,fou,off,off_o,lb,lb_o,gc,gc_o,ww,ww_o,bl,bl_o,br,br_o,blk,blk_o,pos,pos_o,pen,pen_o,ts,ts_o,shoff,shoff_o,shofffk,shoffk_o,shoffss,shoffss_o,shon,shon_o,shoonb,shoonb_o,shonfk,shonfk_o,shonss,shonss_o
2005-06,21.0,FIORENTINA,MESSINA,home,2.0,0.0,1.0,2.0,5.0,0.0,5.0,5.0,9.0,5.0,8.0,5.0,3.0,0.0,7.0,2.0,18.0,14.0,0.0,0.0,0.0,0.0,18.0,22.0,5.0,4.0,17.0,9.0,,,1.0,0.0,13.0,19.0,18.0,10.0,1.0,5.0,,,0.0,0.0,12.0,2.0,4.0,1.0,,,,,8.0,1.0,0.0,0.0,,,,
2005-06,21.0,MESSINA,FIORENTINA,away,0.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,5.0,9.0,5.0,8.0,0.0,3.0,2.0,7.0,14.0,18.0,0.0,0.0,0.0,0.0,22.0,18.0,4.0,5.0,9.0,17.0,,,0.0,1.0,19.0,13.0,10.0,18.0,5.0,1.0,,,0.0,0.0,2.0,12.0,1.0,4.0,,,,,1.0,8.0,0.0,0.0,,,,
2005-06,22.0,PALERMO,SIENA,home,1.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,3.0,2.0,0.0,0.0,,,0.0,0.0,12.0,8.0,13.0,6.0,2.0,5.0,,,0.0,0.0,18.0,7.0,12.0,2.0,,,,,6.0,5.0,0.0,0.0,,,,
2005-06,22.0,SIENA,PALERMO,away,3.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,2.0,3.0,0.0,0.0,,,0.0,0.0,8.0,12.0,6.0,13.0,5.0,2.0,,,0.0,0.0,7.0,18.0,2.0,12.0,,,,,5.0,6.0,0.0,0.0,,,,
2005-06,22.0,MILAN,SAMPDORIA,home,1.0,1.0,3.0,3.0,1.0,1.0,5.0,9.0,5.0,4.0,11.0,4.0,0.0,3.0,5.0,4.0,13.0,10.0,0.0,0.0,0.0,0.0,11.0,27.0,3.0,3.0,6.0,6.0,,,0.0,1.0,17.0,15.0,12.0,19.0,1.0,1.0,,,1.0,0.0,4.0,4.0,3.0,2.0,,,,,1.0,2.0,0.0,0.0,,,,
2005-06,22.0,SAMPDORIA,MILAN,away,1.0,1.0,3.0,3.0,1.0,1.0,9.0,5.0,4.0,5.0,4.0,11.0,3.0,0.0,4.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,27.0,11.0,3.0,3.0,6.0,6.0,,,1.0,0.0,15.0,17.0,19.0,12.0,1.0,1.0,,,0.0,1.0,4.0,4.0,2.0,3.0,,,,,2.0,1.0,0.0,0.0,,,,
2005-06,22.0,ASCOLI,JUVENTUS,home,1.0,3.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,3.0,4.0,0.0,0.0,,,0.0,0.0,14.0,10.0,10.0,14.0,4.0,3.0,,,0.0,0.0,10.0,9.0,6.0,2.0,,,,,4.0,7.0,0.0,0.0,,,,
2005-06,22.0,JUVENTUS,ASCOLI,away,3.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,4.0,3.0,0.0,0.0,,,0.0,0.0,10.0,14.0,14.0,10.0,3.0,4.0,,,0.0,0.0,9.0,10.0,2.0,6.0,,,,,7.0,4.0,0.0,0.0,,,,
2005-06,22.0,CHIEVOVERONA,REGGINA,home,4.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,1.0,1.0,0.0,0.0,,,0.0,0.0,8.0,7.0,9.0,4.0,3.0,3.0,,,1.0,0.0,9.0,7.0,2.0,4.0,,,,,7.0,3.0,0.0,0.0,,,,
2005-06,22.0,REGGINA,CHIEVOVERONA,away,0.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,1.0,1.0,0.0,0.0,,,0.0,0.0,7.0,8.0,4.0,9.0,3.0,3.0,,,0.0,1.0,7.0,9.0,4.0,2.0,,,,,3.0,7.0,0.0,0.0,,,,
2005-06,22.0,EMPOLI,PARMA,home,1.0,2.0,2.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,2.0,3.0,0.0,0.0,,,1.0,0.0,8.0,11.0,11.0,8.0,6.0,10.0,,,1.0,0.0,17.0,9.0,5.0,1.0,,,,,12.0,8.0,0.0,0.0,,,,
2005-06,22.0,PARMA,EMPOLI,away,2.0,1.0,3.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,3.0,2.0,0.0,0.0,,,0.0,1.0,11.0,8.0,8.0,11.0,10.0,6.0,,,0.0,1.0,9.0,17.0,1.0,5.0,,,,,8.0,12.0,0.0,0.0,,,,
2005-06,22.0,MESSINA,CAGLIARI,home,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,8.0,3.0,0.0,0.0,,,1.0,0.0,12.0,13.0,10.0,11.0,3.0,7.0,,,0.0,0.0,13.0,6.0,4.0,3.0,,,,,9.0,3.0,0.0,0.0,,,,
2005-06,22.0,CAGLIARI,MESSINA,away,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,3.0,8.0,0.0,0.0,,,0.0,1.0,13.0,12.0,11.0,10.0,7.0,3.0,,,0.0,0.0,6.0,13.0,3.0,4.0,,,,,3.0,9.0,0.0,0.0,,,,
2005-06,22.0,ROMA,LIVORNO,home,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,3.0,5.0,0.0,0.0,,,0.0,0.0,8.0,15.0,15.0,8.0,1.0,7.0,,,1.0,0.0,15.0,4.0,5.0,3.0,,,,,10.0,1.0,0.0,0.0,,,,
2005-06,22.0,LIVORNO,ROMA,away,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,5.0,3.0,0.0,0.0,,,0.0,0.0,15.0,8.0,8.0,15.0,7.0,1.0,,,0.0,1.0,4.0,15.0,3.0,5.0,,,,,1.0,10.0,0.0,0.0,,,,
2005-06,22.0,TREVISO,LAZIO,home,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,4.0,4.0,0.0,0.0,,,2.0,0.0,11.0,11.0,11.0,10.0,1.0,7.0,,,0.0,0.0,12.0,4.0,3.0,2.0,,,,,9.0,2.0,0.0,0.0,,,,
2005-06,22.0,LAZIO,TREVISO,away,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,4.0,4.0,0.0,0.0,,,0.0,2.0,11.0,11.0,10.0,11.0,7.0,1.0,,,0.0,0.0,4.0,12.0,2.0,3.0,,,,,2.0,9.0,0.0,0.0,,,,
2005-06,22.0,UDINESE,FIORENTINA,home,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,20.0,4.0,2.0,0.0,0.0,,,0.0,0.0,21.0,18.0,21.0,22.0,4.0,4.0,,,0.0,0.0,7.0,11.0,3.0,7.0,,,,,4.0,4.0,0.0,0.0,,,,
2005-06,22.0,FIORENTINA,UDINESE,away,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,23.0,2.0,4.0,0.0,0.0,,,0.0,0.0,18.0,21.0,22.0,21.0,4.0,4.0,,,0.0,0.0,11.0,7.0,7.0,3.0,,,,,4.0,4.0,0.0,0.0,,,,
2005-06,22.0,LECCE,INTER,home,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,
2005-06,22.0,INTER,LECCE,away,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,
2005-06,23.0,SIENA,ASCOLI,home,1.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,8.0,3.0,0.0,0.0,,,0.0,0.0,26.0,17.0,15.0,17.0,3.0,5.0,,,0.0,0.0,12.0,7.0,7.0,3.0,,,,,5.0,4.0,0.0,0.0,,,,
2005-06,23.0,ASCOLI,SIENA,away,1.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,3.0,8.0,0.0,0.0,,,0.0,0.0,17.0,26.0,17.0,15.0,5.0,3.0,,,0.0,0.0,7.0,12.0,3.0,7.0,,,,,4.0,5.0,0.0,0.0,,,,
2005-06,23.0,PARMA,ROMA,home,0.0,3.0,5.0,2.0,2.0,5.0,7.0,8.0,3.0,5.0,7.0,7.0,0.0,3.0,5.0,7.0,13.0,14.0,0.0,0.0,0.0,0.0,15.0,28.0,4.0,1.0,8.0,6.0,,,1.0,0.0,21.0,18.0,15.0,17.0,4.0,1.0,,,0.0,0.0,4.0,8.0,2.0,1.0,,,,,2.0,7.0,0.0,0.0,,,,
2005-06,23.0,ROMA,PARMA,away,3.0,0.0,2.0,5.0,5.0,2.0,8.0,7.0,5.0,3.0,7.0,7.0,3.0,0.0,7.0,5.0,14.0,13.0,0.0,0.0,0.0,0.0,28.0,15.0,1.0,4.0,6.0,8.0,,,0.0,1.0,18.0,21.0,17.0,15.0,1.0,4.0,,,0.0,0.0,8.0,4.0,1.0,2.0,,,,,7.0,2.0,0.0,0.0,,,,
2005-06,23.0,CAGLIARI,EMPOLI,home,4.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,2.0,1.0,0.0,0.0,,,1.0,0.0,11.0,8.0,3.0,5.0,3.0,2.0,,,0.0,0.0,8.0,7.0,1.0,3.0,,,,,7.0,4.0,0.0,0.0,,,,
2005-06,23.0,EMPOLI,CAGLIARI,away,1.0,4.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1.0,2.0,0.0,0.0,,,0.0,1.0,8.0,11.0,5.0,3.0,2.0,3.0,,,0.0,0.0,7.0,8.0,3.0,1.0,,,,,4.0,7.0,0.0,0.0,,,,
2005-06,23.0,FIORENTINA,LECCE,home,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,3.0,0.0,0.0,,,0.0,0.0,5.0,3.0,4.0,6.0,3.0,8.0,,,0.0,0.0,15.0,8.0,6.0,5.0,,,,,9.0,3.0,0.0,0.0,,,,
2005-06,23.0,LECCE,FIORENTINA,away,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,3.0,0.0,0.0,0.0,,,0.0,0.0,3.0,5.0,6.0,4.0,8.0,3.0,,,0.0,0.0,8.0,15.0,5.0,6.0,,,,,3.0,9.0,0.0,0.0,,,,
2005-06,23.0,INTER,CHIEVOVERONA,home,1.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,4.0,0.0,0.0,,,2.0,0.0,14.0,36.0,26.0,14.0,0.0,7.0,,,0.0,0.0,19.0,1.0,9.0,1.0,,,,,10.0,0.0,0.0,0.0,,,,
2005-06,23.0,CHIEVOVERONA,INTER,away,0.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,4.0,2.0,0.0,0.0,,,0.0,2.0,36.0,14.0,14.0,26.0,7.0,0.0,,,0.0,0.0,1.0,19.0,1.0,9.0,,,,,0.0,10.0,0.0,0.0,,,,
2005-06,23.0,JUVENTUS,UDINESE,home,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,15.0,9.0,10.0,0.0,0.0,,,1.0,0.0,16.0,9.0,11.0,18.0,2.0,6.0,,,0.0,0.0,12.0,4.0,5.0,2.0,,,,,7.0,2.0,0.0,0.0,,,,
2005-06,23.0,UDINESE,JUVENTUS,away,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,10.0,9.0,0.0,0.0,,,0.0,1.0,9.0,16.0,18.0,11.0,6.0,2.0,,,0.0,0.0,4.0,12.0,2.0,5.0,,,,,2.0,7.0,0.0,0.0,,,,
2005-06,23.0,LIVORNO,MESSINA,home,2.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,19.0,2.0,2.0,0.0,0.0,,,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,,,0.0,2.0,12.0,5.0,6.0,3.0,,,,,6.0,2.0,0.0,0.0,,,,
2005-06,23.0,MESSINA,LIVORNO,away,2.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,25.0,2.0,2.0,0.0,0.0,,,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,,,2.0,0.0,5.0,12.0,3.0,6.0,,,,,2.0,6.0,0.0,0.0,,,,
2005-06,23.0,REGGINA,PALERMO,home,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,1.0,2.0,0.0,0.0,,,0.0,0.0,12.0,13.0,14.0,11.0,2.0,0.0,,,0.0,0.0,6.0,11.0,4.0,7.0,,,,,2.0,4.0,0.0,0.0,,,,
2005-06,23.0,PALERMO,REGGINA,away,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,2.0,1.0,0.0,0.0,,,0.0,0.0,13.0,12.0,11.0,14.0,0.0,2.0,,,0.0,0.0,11.0,6.0,7.0,4.0,,,,,4.0,2.0,0.0,0.0,,,,
2005-06,23.0,SAMPDORIA,TREVISO,home,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,4.0,1.0,0.0,0.0,,,0.0,0.0,11.0,9.0,6.0,7.0,2.0,3.0,,,0.0,0.0,8.0,8.0,4.0,5.0,,,,,4.0,3.0,0.0,0.0,,,,
2005-06,23.0,TREVISO,SAMPDORIA,away,1.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,1.0,4.0,0.0,0.0,,,0.0,0.0,9.0,11.0,7.0,6.0,3.0,2.0,,,0.0,0.0,8.0,8.0,5.0,4.0,,,,,3.0,4.0,0.0,0.0,,,,
2005-06,23.0,LAZIO,MILAN,home,0.0,0.0,1.0,1.0,2.0,5.0,3.0,5.0,6.0,5.0,10.0,8.0,8.0,6.0,4.0,10.0,19.0,18.0,0.0,0.0,0.0,0.0,24.0,16.0,2.0,3.0,12.0,10.0,,,0.0,0.0,17.0,13.0,13.0,17.0,3.0,0.0,,,0.0,0.0,1.0,4.0,1.0,1.0,,,,,0.0,3.0,0.0,0.0,,,,
2005-06,23.0,MILAN,LAZIO,away,0.0,0.0,1.0,1.0,5.0,2.0,5.0,3.0,5.0,6.0,8.0,10.0,6.0,8.0,10.0,4.0,18.0,19.0,0.0,0.0,0.0,0.0,16.0,24.0,3.0,2.0,10.0,12.0,,,0.0,0.0,13.0,17.0,17.0,13.0,0.0,3.0,,,0.0,0.0,4.0,1.0,1.0,1.0,,,,,3.0,0.0,0.0,0.0,,,,
2005-06,24.0,ASCOLI,LIVORNO,home,0.0,0.0,0.0,1.0,2.0,4.0,,,,,,,,,6.0,0.0,,,0.0,0.0,0.0,0.0,21.0,16.0,3.0,1.0,,,,,0.0,0.0,13.0,11.0,11.0,13.0,2.0,7.0,,,0.0,0.0,11.0,4.0,4.0,2.0,,,,,7.0,2.0,0.0,0.0,,,,
2005-06,24.0,LIVORNO,ASCOLI,away,0.0,0.0,1.0,0.0,4.0,2.0,,,,,,,,,0.0,6.0,,,0.0,0.0,0.0,0.0,16.0,21.0,1.0,3.0,,,,,0.0,0.0,11.0,13.0,13.0,11.0,7.0,2.0,,,0.0,0.0,4.0,11.0,2.0,4.0,,,,,2.0,7.0,0.0,0.0,,,,
2005-06,24.0,CHIEVOVERONA,SAMPDORIA,home,1.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,5.0,6.0,,,0.0,1.0,0.0,0.0,24.0,19.0,2.0,0.0,,,,,0.0,0.0,11.0,4.0,10.0,14.0,4.0,7.0,,,0.0,0.0,18.0,8.0,10.0,3.0,,,,,8.0,5.0,0.0,0.0,,,,
2005-06,24.0,SAMPDORIA,CHIEVOVERONA,away,1.0,1.0,3.0,1.0,0.0,0.0,,,,,,,,,6.0,5.0,,,1.0,0.0,0.0,0.0,19.0,24.0,0.0,2.0,,,,,0.0,0.0,4.0,11.0,14.0,10.0,7.0,4.0,,,0.0,0.0,8.0,18.0,3.0,10.0,,,,,5.0,8.0,0.0,0.0,,,,
2005-06,24.0,FIORENTINA,INTER,home,2.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,4.0,7.0,,,0.0,0.0,0.0,0.0,17.0,22.0,1.0,3.0,,,,,0.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,,,0.0,0.0,9.0,9.0,4.0,5.0,,,,,5.0,4.0,0.0,0.0,,,,
2005-06,24.0,INTER,FIORENTINA,away,1.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,7.0,4.0,,,0.0,0.0,0.0,0.0,22.0,17.0,3.0,1.0,,,,,0.0,0.0,4.0,1.0,4.0,4.0,3.0,3.0,,,0.0,0.0,9.0,9.0,5.0,4.0,,,,,4.0,5.0,0.0,0.0,,,,
2005-06,24.0,JUVENTUS,PARMA,home,1.0,1.0,0.0,2.0,2.0,1.0,,,,,,,,,10.0,0.0,,,0.0,0.0,0.0,0.0,17.0,22.0,4.0,2.0,,,,,2.0,0.0,9.0,15.0,12.0,5.0,0.0,4.0,,,1.0,0.0,13.0,4.0,6.0,3.0,,,,,7.0,1.0,0.0,0.0,,,,
2005-06,24.0,PARMA,JUVENTUS,away,1.0,1.0,2.0,0.0,1.0,2.0,,,,,,,,,0.0,10.0,,,0.0,0.0,0.0,0.0,22.0,17.0,2.0,4.0,,,,,0.0,2.0,15.0,9.0,5.0,12.0,4.0,0.0,,,0.0,1.0,4.0,13.0,3.0,6.0,,,,,1.0,7.0,0.0,0.0,,,,
2005-06,24.0,LECCE,EMPOLI,home,1.0,2.0,3.0,2.0,0.0,1.0,,,,,,,,,3.0,1.0,,,0.0,0.0,0.0,0.0,21.0,28.0,4.0,2.0,,,,,0.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,,,1.0,1.0,9.0,12.0,4.0,5.0,,,,,5.0,7.0,0.0,0.0,,,,
2005-06,24.0,EMPOLI,LECCE,away,2.0,1.0,2.0,3.0,1.0,0.0,,,,,,,,,1.0,3.0,,,0.0,0.0,0.0,0.0,28.0,21.0,2.0,4.0,,,,,0.0,0.0,4.0,4.0,1.0,4.0,4.0,4.0,,,1.0,1.0,12.0,9.0,5.0,4.0,,,,,7.0,5.0,0.0,0.0,,,,
2005-06,24.0,MESSINA,SIENA,home,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,7.0,,,0.0,0.0,0.0,0.0,22.0,18.0,4.0,2.0,,,,,1.0,0.0,28.0,20.0,13.0,13.0,2.0,5.0,,,0.0,0.0,11.0,5.0,5.0,3.0,,,,,6.0,2.0,0.0,0.0,,,,
2005-06,24.0,SIENA,MESSINA,away,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,7.0,0.0,,,0.0,0.0,0.0,0.0,18.0,22.0,2.0,4.0,,,,,0.0,1.0,20.0,28.0,13.0,13.0,5.0,2.0,,,0.0,0.0,5.0,11.0,3.0,5.0,,,,,2.0,6.0,0.0,0.0,,,,
2005-06,24.0,MILAN,TREVISO,home,5.0,0.0,0.0,2.0,6.0,0.0,,,,,,,,,8.0,2.0,,,0.0,0.0,0.0,0.0,14.0,16.0,4.0,0.0,,,,,1.0,0.0,17.0,26.0,21.0,14.0,3.0,7.0,,,0.0,0.0,16.0,7.0,3.0,4.0,,,,,13.0,3.0,0.0,0.0,,,,
2005-06,24.0,TREVISO,MILAN,away,0.0,5.0,2.0,0.0,0.0,6.0,,,,,,,,,2.0,8.0,,,0.0,0.0,0.0,0.0,16.0,14.0,0.0,4.0,,,,,0.0,1.0,26.0,17.0,14.0,21.0,7.0,3.0,,,0.0,0.0,7.0,16.0,4.0,3.0,,,,,3.0,13.0,0.0,0.0,,,,
2005-06,24.0,PALERMO,LAZIO,home,3.0,1.0,3.0,1.0,3.0,0.0,,,,,,,,,2.0,4.0,,,0.0,1.0,0.0,0.0,15.0,34.0,8.0,6.0,,,,,1.0,0.0,6.0,6.0,21.0,12.0,3.0,1.0,,,0.0,0.0,7.0,11.0,2.0,7.0,,,,,5.0,4.0,0.0,0.0,,,,
2005-06,24.0,LAZIO,PALERMO,away,1.0,3.0,1.0,3.0,0.0,3.0,,,,,,,,,4.0,2.0,,,1.0,0.0,0.0,0.0,34.0,15.0,6.0,8.0,,,,,0.0,1.0,6.0,6.0,12.0,21.0,1.0,3.0,,,0.0,0.0,11.0,7.0,7.0,2.0,,,,,4.0,5.0,0.0,0.0,,,,
2005-06,24.0,ROMA,CAGLIARI,home,4.0,3.0,1.0,2.0,6.0,1.0,,,,,,,,,8.0,1.0,,,1.0,1.0,0.0,0.0,17.0,24.0,2.0,2.0,,,,,2.0,0.0,26.0,17.0,12.0,16.0,1.0,5.0,,,2.0,0.0,18.0,5.0,7.0,1.0,,,,,11.0,4.0,0.0,0.0,,,,
2005-06,24.0,CAGLIARI,ROMA,away,3.0,4.0,2.0,1.0,1.0,6.0,,,,,,,,,1.0,8.0,,,1.0,1.0,0.0,0.0,24.0,17.0,2.0,2.0,,,,,0.0,2.0,17.0,26.0,16.0,12.0,5.0,1.0,,,0.0,2.0,5.0,18.0,1.0,7.0,,,,,4.0,11.0,0.0,0.0,,,,
2005-06,24.0,UDINESE,REGGINA,home,1.0,2.0,0.0,3.0,0.0,0.0,,,,,,,,,7.0,4.0,,,0.0,0.0,0.0,0.0,21.0,18.0,0.0,9.0,,,,,0.0,0.0,20.0,13.0,17.0,17.0,1.0,5.0,,,0.0,0.0,17.0,3.0,11.0,0.0,,,,,6.0,3.0,0.0,0.0,,,,
2005-06,24.0,REGGINA,UDINESE,away,2.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,4.0,7.0,,,0.0,0.0,0.0,0.0,18.0,21.0,9.0,0.0,,,,,0.0,0.0,13.0,20.0,17.0,17.0,5.0,1.0,,,0.0,0.0,3.0,17.0,0.0,11.0,,,,,3.0,6.0,0.0,0.0,,,,
2005-06,25.0,TREVISO,CHIEVOVERONA,home,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,3.0,0.0,0.0,,,0.0,2.0,12.0,6.0,11.0,8.0,2.0,5.0,,,0.0,1.0,15.0,13.0,9.0,7.0,,,,,6.0,6.0,0.0,0.0,,,,
2005-06,25.0,CHIEVOVERONA,TREVISO,away,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,3.0,0.0,0.0,0.0,,,2.0,0.0,6.0,12.0,8.0,11.0,5.0,2.0,,,1.0,0.0,13.0,15.0,7.0,9.0,,,,,6.0,6.0,0.0,0.0,,,,
2005-06,25.0,LAZIO,UDINESE,home,1.0,1.0,2.0,2.0,5.0,3.0,8.0,7.0,8.0,3.0,12.0,9.0,0.0,1.0,4.0,4.0,22.0,14.0,0.0,0.0,0.0,0.0,33.0,19.0,6.0,5.0,27.0,26.0,,,0.0,0.0,17.0,25.0,23.0,12.0,1.0,0.0,,,0.0,1.0,6.0,3.0,5.0,2.0,,,,,1.0,1.0,0.0,0.0,,,,
